,sport,school,coach
640,Basketball,Corona del Sol,Neil MacDonald
641,Basketball,Perry,Sam Duane
642,Basketball,Basha,Mike Grothaus
643,Basketball,Westview,Darryl Suber
644,Basketball,Chaparral,Dan Peterson
645,Basketball,Valley Vista,Ben Isai
646,Basketball,Pinnacle,Charles Wilde
647,Basketball,Kofa,Jeff Frazine
648,Basketball,Mountain Ridge,Eli Lopez
649,Basketball,Mesa,Scott Stansberry
650,Basketball,Westwood,Troy Powell
651,Basketball,Browne,Michael Lopez
652,Basketball,Alhambra,Ernie Cobb
653,Basketball,Tolleson,cameron johnson
654,Basketball,Queen Creek,Daniel Bobik
655,Basketball,O'Connor,Andra Rogers
656,Basketball,Dobson,Rick McConnell
657,Basketball,North,Ian Moore
658,Basketball,Red Mountain,Chris Lemon
659,Basketball,Maryvale,Don Dominguez
660,Basketball,Copper Canyon,paul murphy
661,Basketball,Joseph City,Eric Miller
662,Basketball,Williams,Troy Mortensen
663,Basketball,Mogollon,Ron Tenney
664,Basketball,Grand Canyon,Catheryn Redmon
665,Basketball,Basis,Chris Bayer
666,Basketball,Mayer,Sam Stoltenberg
