,sport,school,coach
679,baseball,Pikes Peak Christian,Curtis Bellew
680,baseball,Prairie,Dean Smock
681,baseball,Rocky Mountain Lutheran,Alex Mielke
682,baseball,Springfield,Danny Kelly
683,baseball,Stratton/Liberty,Rod Thompson
684,baseball,Dawson School,Pete Chandler
685,baseball,Sargent,Justin Fricke
686,baseball,Lyons,Ken Rosales
687,baseball,Dayspring Christian Academy,mark WELSH
688,baseball,Gilpin County,tony lorenz
689,baseball,Akron,Chance Friedly
690,baseball,Burlington,Tyson Weisshaar
691,baseball,Byers,D J Jackson
692,baseball,Calhan,Donovan Mitchell
693,baseball,Campion Academy,Randolph Ottschofski
694,baseball,Center,Stefan Welsh
695,baseball,Clear Creek,stanton gould
696,baseball,County Line [Wiley/McClave],Dave Eastin
697,baseball,Crowley County,Chris Geringer
698,baseball,Custer County,Jay Lont
699,baseball,Del Norte,Adelmo Trujillo
700,baseball,Denver Academy,Mick Mclaughlin
701,baseball,Denver Christian,Sam Jones
702,baseball,Dolores,Rusty Hamilton
703,baseball,Dolores Huerta Prep,Chris Trujillo
704,baseball,Fowler,Mark Lowther
705,baseball,Front Range Christian,Justin Olson
706,baseball,Highland,Keith Juarez
707,baseball,Holly,Dayne Eaton
708,baseball,Holyoke,Sam Distefano
709,baseball,Hotchkiss,Blake Carlquist
710,baseball,John Mall,Carey Jones
711,baseball,Las Animas,Cody Hines
712,baseball,Limon,Rocky Rockwell
713,baseball,Meeker,Donald Blazon
714,baseball,Paonia,Tim Esgar
715,baseball,Peyton,Kelly Nickell
716,baseball,Platte Canyon,Kelly Kirkpatrick
717,baseball,Rangely,Jeremy Lohry
718,baseball,Rye,Stacey Graham
719,baseball,Sanford,Austin Edgar
720,baseball,Simla,JOEL ELLIS
721,baseball,South Park,Bill Wishowski
722,baseball,Swink,Jeremy Hunter
723,baseball,Wiggins,Aaron Phillips
724,baseball,Wray,Brett Vlasin
725,baseball,Jefferson,Phil Lopez
726,baseball,Faith Christian,Jim Polson
727,baseball,Liberty Common,Zach Bissell
728,baseball,Florence,Shane Reeves
729,baseball,The Academy,Mark Griego
730,baseball,Peak to Peak,Matthew Castilleja
731,baseball,Arrupe Jesuit,Dave Bauer
732,baseball,Aspen,Brian Bradford
733,baseball,Bishop Machebeuf,John Anderson
734,baseball,Bruce Randolph,Arturo Esparza
735,baseball,Buena Vista,Greg Perrin
736,baseball,Cedaredge,Terry Montoya
737,baseball,Centauri,Tyler Buhr
738,baseball,Coal Ridge,Dan Larsen
739,baseball,Colorado Academy,John Putt
740,baseball,Colorado Springs Christian,Tom Flannery
741,baseball,Delta,Steve Reiher
742,baseball,DSST: Montview,Bob Beatty
743,baseball,Eagle Ridge Academy,Stephanie Hose
744,baseball,Eaton,Todd Hernandez
745,baseball,Ellicott,Tyler Tust
746,baseball,Englewood,Kyle Brink
747,baseball,Fort Lupton,Cory Miller
748,baseball,Grand Valley,Doyle Radel
749,baseball,Gunnison,Tom Percival
750,baseball,Jefferson Academy,Eugene Carbajal
751,baseball,Kent Denver,Scott Vander Weg
752,baseball,KIPP Denver Collegiate,Neal Finch
753,baseball,La Junta,Ryan Denahy
754,baseball,Lamar,Jason Veyna
755,baseball,Lutheran,Seth Sorensen
756,baseball,Manitou Springs,Brandon DeMatto
757,baseball,Manual,JC Martinez
758,baseball,Moffat County,Brian Jennings
759,baseball,Montezuma-Cortez,Tim Passell
760,baseball,Olathe,Darren Sofka
761,baseball,Platte Valley,Jason Arkulari
762,baseball,Prospect Ridge Academy,Mark Knudson
763,baseball,Resurrection Christian,Ernie Romero
764,baseball,Riverdale Ridge,Ray Garza
765,baseball,Roaring Fork,Marty Madsen
766,baseball,Salida,Leroy Lewis
767,baseball,Sheridan,Manuel Marquez
768,baseball,SkyView Academy,Brad Larson
769,baseball,St. Mary's,Bill Percy
770,baseball,Sterling,Jeff Squier
771,baseball,Strasburg,Dallas Hacker
772,baseball,University,Casey Miller
773,baseball,Ponderosa,Jarod Nicholson
774,baseball,Frederick,Nathan Howell
775,baseball,Erie,Mike Newton
776,baseball,The Classical Academy,Bart Jennings
777,baseball,Palisade,Nate Porter
778,baseball,Durango,Rob Coddington
779,baseball,Weld Central,Chris Piper
780,baseball,Skyview,LB Musch
781,baseball,Green Mountain,Brad Kidwell
782,baseball,Palmer Ridge,Jason Heidel
783,baseball,Lewis-Palmer,Brett Lester
784,baseball,Pueblo West,Dan Sanchez
785,baseball,Thompson Valley,Jay Denning
786,baseball,Sierra,Andrew Buxton
787,baseball,Air Academy,D M
788,baseball,Alameda,Thomas H. Dillingham (Tom)
789,baseball,Arvada,Anthony Sandoval
790,baseball,Battle Mountain,Harrison Stevens
791,baseball,Berthoud,Buddy Kouns
792,baseball,Canon City,Tim Ritter
793,baseball,Centaurus,douglas kinney
794,baseball,Cheyenne Mountain,Mark Swope
795,baseball,Conifer,Jason Berger
796,baseball,Coronado,Trevor Stewart
797,baseball,Denver North,Ernesto Marquez
798,baseball,Denver West,Dan Anderson
799,baseball,D'Evelyn,Dan Porreco
800,baseball,Discovery Canyon,Bryan Babcock
801,baseball,Eagle Valley,Bret Moyer
802,baseball,Elizabeth,Andrew Melton
803,baseball,Evergreen,John Lipka
804,baseball,Falcon,Brandon Stegman
805,baseball,Fort Morgan,Josh Langford
806,baseball,George Washington,Jonathan Kaiser
807,baseball,Glenwood Springs,Eric Nieslanik
808,baseball,Golden,Jackie McBroom
809,baseball,Greeley Central,Zach Brockman
810,baseball,Holy Family,John Ray
811,baseball,Kennedy,Faafetai J. Ilaoa Sr.
812,baseball,Lincoln,Lee Martin
813,baseball,Littleton,Brett Pieratt
814,baseball,Longmont,Tom Fobes
815,baseball,Mead,Joe McKenzie
816,baseball,Mesa Ridge,John Bishop
817,baseball,Mitchell,Brian Hargrove
818,baseball,Montrose,Landon Wareham
819,baseball,Mountain View,Brian Smela
820,baseball,Niwot,Adam Strah
821,baseball,Northfield,Alphonso Campbell
822,baseball,Northridge,Mike Huston
823,baseball,Pueblo Centennial,Joe Vigil
824,baseball,Pueblo Central,Brad Ranson
825,baseball,Pueblo County,Matt Eades
826,baseball,Pueblo East,Nick Marfitano
827,baseball,Pueblo South,Pete Carrillo
828,baseball,Rifle,Troy Phillips
829,baseball,Roosevelt,Jerod Cronquist
830,baseball,Sand Creek,Ed Nelson
831,baseball,Silver Creek,Brad Steward
832,baseball,Skyline,travis schlagel
833,baseball,Standley Lake,Jesse Lopez
834,baseball,Steamboat Springs,George Ibarra
835,baseball,Summit,Patrick Stehler
836,baseball,Thomas Jefferson,Graham Baughn
837,baseball,Wheat Ridge,Adam Miller
838,baseball,Widefield,John Sanchez
839,baseball,Chatfield,Daniel Medina
840,baseball,Thornton,Jeremy Miller
841,baseball,Heritage,Tyler Munro
842,baseball,Arvada West,Matt McDougal
843,baseball,Fruita Monument,Ray McLennan
844,baseball,Horizon,Ralph Garcia
845,baseball,Grand Junction,Justin Little
846,baseball,Grand Junction Central,Chuck Yost
847,baseball,Mountain Vista,Ron Quintana
848,baseball,Highlands Ranch,Neil Holden
849,baseball,Dakota Ridge,Jeff Legault
850,baseball,Rampart,Jake Huard
851,baseball,Arapahoe,James Dollaghan
852,baseball,Aurora Central,Brian Mullen
853,baseball,Bear Creek,Sean Hoorelbeke
854,baseball,Boulder,Jack Taylor
855,baseball,Brighton,Justin Stringer
856,baseball,Broomfield,Garren Estes
857,baseball,Castle View,Keith Enockson
858,baseball,Chaparral,Alan DiGiosio
859,baseball,Cherokee Trail,Steve Eaton
860,baseball,Cherry Creek,Marc Johnson
861,baseball,Columbine,Brooks Roybal
862,baseball,Denver East,AJ Peterson
863,baseball,Denver South,Paul Grubesic
864,baseball,Doherty,Andy Storm
865,baseball,Douglas County,Craig Gienger
866,baseball,Eaglecrest,Tory Humphrey
867,baseball,Fairview,David Castillo
868,baseball,Far Northeast Warriors,Max Ishikawa
869,baseball,Fort Collins,Marc Wagner
870,baseball,Fossil Ridge,Scott Masi
871,baseball,Fountain-Fort Carson,Andrew Johnson
872,baseball,Grandview,Scott Henry
873,baseball,Greeley West,Ryan Jones
874,baseball,Lakewood,Derrick Peterson
875,baseball,Legacy,Ty Giordano
876,baseball,Legend,Scott Boyd
877,baseball,Liberty,Austin Watson
878,baseball,Loveland,Greg Brock
879,baseball,Monarch,Scott Weiss
880,baseball,Mountain Range,D.J. Yeager
881,baseball,Northglenn,Chris Mann
882,baseball,Overland,Mike Bega
883,baseball,Palmer,David Mills
884,baseball,Pine Creek,Glenn Millhauser
885,baseball,Pomona,EJ Mapps
886,baseball,Poudre,Luke Cheever
887,baseball,Prairie View,Mark Gonzales
888,baseball,Ralston Valley,Brad Madden
889,baseball,Rangeview,Richard Spriggs
890,baseball,Regis Jesuit,Matt Darr
891,baseball,Rocky Mountain,Roy Tripi
892,baseball,Smoky Hill,Eric Askew
893,baseball,ThunderRidge,Joe White
894,baseball,Valor Christian,Keith Wahl
895,baseball,Vista Ridge,Carter Gerber
896,baseball,Westminster,Jason Marshall
897,baseball,Antonito,Geoffery West
898,baseball,Centennial,Gilbert Apodaca
899,baseball,Cotopaxi,Ryan Christensen
900,baseball,Dove Creek,Trent Daves
901,baseball,Manzanola,Scott Egan
902,baseball,Nucla,Clint Wytulka
903,baseball,Avon,Jonathan Yolles
904,baseball,Bassick,St.V. Padilla
905,baseball,Berlin,Leo Veleas
906,baseball,Bethel,Ray Turek
907,baseball,Branford,Stephen Malafronte
908,baseball,Bristol Central,Bunty Ray
909,baseball,Bristol Eastern,Michael Giovinazzo
910,baseball,Bulkeley/Weaver,Matthews Steele
911,baseball,Bunnell,Juan Lopez
912,baseball,Crosby,Dave Ieronimo
913,baseball,East Haven,raymond johnson
914,baseball,East Lyme,Jack Biggs
915,baseball,Edwin O. Smith,Mike Susi
916,baseball,Ellis RVT,Anthony Formiglio
917,baseball,Fitch,Brian McGugan
918,baseball,Foran,Garrett Walker
919,baseball,Guilford,Brian Hayden
920,baseball,Hand,Travis LaPointe
921,baseball,Harding,Gary Diaz
922,baseball,Joel Barlow,Jeff Rago
923,baseball,Kaynor Tech,Bryan Rowley
924,baseball,Law,Gregory Simler
925,baseball,Lyman Hall,Charles Burghardt
926,baseball,Masuk,Brian Hourigan
927,baseball,Middletown,Jason Serra
928,baseball,New Fairfield,Joe Garbowki
929,baseball,New London,Jonathan Mikula
930,baseball,North Haven,Robert Demayo
931,baseball,Notre Dame,DONALD MARTONE
932,baseball,Platt,Tim Redican
933,baseball,Platt RVT,George Baglini
934,baseball,RHAM,Paul Steiner
935,baseball,Stratford,Mick Buckmir
936,baseball,Torrington,Patrick Richardson
937,baseball,Waterford,Art Peluso
938,baseball,Watertown,Jerry Valentino
939,baseball,Weston,Frank Fedeli
940,baseball,Wethersfield,Jim Schiavone
941,baseball,Wilcox RVT,dave cronin
942,baseball,Windsor,Joe Serfass
943,baseball,Amity Regional,Sal Coppola
944,baseball,Bridgeport Central,Joseph Pagan
945,baseball,Cheshire,Bill Mrowka
946,baseball,Conard,Sanjay Rambhia
947,baseball,Darien,Mike Scott
948,baseball,East Hartford,Mike Mcdermott
949,baseball,Enfield,Jay Gaucher
950,baseball,Fairfield Prep,Rudolph Mauritz
951,baseball,Farmington,Michael McGuire
952,baseball,Glastonbury,d d
953,baseball,Greenwich,kerry gavin
954,baseball,Hall,Jeff Billing
955,baseball,Hamden,Christopher Borelli
956,baseball,Kennedy,Christopher Sarlo
957,baseball,Ludlowe,Mike Francese
958,baseball,Manchester,Gary Marineau
959,baseball,McMahon,John Cross
960,baseball,Naugatuck,Tom Deller
961,baseball,New Britain,Roberto Mercado
962,baseball,New Canaan,Geoffrey Lambert
963,baseball,New Milford,John Wrenn
964,baseball,Newington,Eric Frank
965,baseball,Newtown,Ian Thoesen
966,baseball,Norwalk,Pete Tucci
967,baseball,Norwich Free Academy,Clarence Cooper
968,baseball,Pomperaug,Mike Eisenbach
969,baseball,Ridgefield,Paul Fabbri
970,baseball,Shelton,Scott Gura
971,baseball,South Windsor,Ben Alaimo
972,baseball,Southington,Charles Lembo
973,baseball,Stamford,frederick kelley
974,baseball,Staples,Jack Mcfarland
975,baseball,Trumbull,Phil Pacelli
976,baseball,Warde,Brett Conner
977,baseball,West Haven,Mike Anquillare
978,baseball,Westhill,DJ Mulvany
979,baseball,Wilton,Timothy Eagen
980,baseball,Ansonia,Michael Vacca
981,baseball,Bloomfield,Thomas Poland
982,baseball,Brookfield,Bryan Muller
983,baseball,Bullard-Havens,Kevin Bellenot
984,baseball,Coginchaug Regional,Mark Basil
985,baseball,East Catholic,Martin Fiori
986,baseball,Ellington,Keith Tautkus
987,baseball,Goodwin Tech,Joe Granja
988,baseball,Granby Memorial,Todd Shufelt
989,baseball,Grasso Tech,Carlos Flores
990,baseball,Haddam-Killingworth,Mark Brookes
991,baseball,Ledyard,Scott Chiasson
992,baseball,Lewis Mills,Vic Rinaldi
993,baseball,Montville,Stephen Stonoha
994,baseball,Nonnewaug,Frank Melillo
995,baseball,Northwest Catholic,Cory Carlson
996,baseball,Northwestern Regional,Tom Germano
997,baseball,Norwich RVT,Tim DeLucia
998,baseball,O'Brien RVT,Nick Aprea
999,baseball,Oxford,Dominick Merole
1000,baseball,Plainfield,Jason Chaviaras
1001,baseball,Plainville,louis mandeville jr
1002,baseball,Prince RVT,Jason Bouvier
1003,baseball,Seymour,Jeff Gilbert
1004,baseball,Sheehan,Matt Altieri
1005,baseball,St. Joseph,Jim Chaves
1006,baseball,Stonington,Duffy Grace
1007,baseball,Suffield,Justin Drago
1008,baseball,Tolland,Scott Czerwinski
1009,baseball,University/Classical Magnet,Joe Miller
1010,baseball,Valley Regional,Brian Drinkard
1011,baseball,Vinal RVT,Tyler LaMontagne
1012,baseball,Waterbury Career Academy,Joe Russo
1013,baseball,Windham RVT,Bill O'Connor
1014,baseball,Wolcott,Glenn Meier
1015,baseball,Wolcott RVT,Rene Williams
1016,baseball,Academy of Science and Innovation,Ben Krier
1017,baseball,Bolton,Donald Ballsieper
1018,baseball,Canton,Brian Roy
1019,baseball,Career Magnet,Brad Chernovetz
1020,baseball,Civic Leadership,Joey Gonzalez
1021,baseball,Coventry,Ryan Giberson
1022,baseball,Derby,Steven Bainer
1023,baseball,East Granby,Robert Paskiewicz
1024,baseball,East Hampton,Scott Wosleger
1025,baseball,East Windsor,Steven Burndrett
1026,baseball,Gilbert,Don Crossman
1027,baseball,Hale Ray,Rich Gable
1028,baseball,Holy Cross,Mike Phelan
1029,baseball,Immaculate,Greg Palanzo
1030,baseball,Litchfield,Kyle Weaver
1031,baseball,Lyman Memorial,Isaac Judge
1032,baseball,Metropolitan Learning Center,Dennis Hogan
1033,baseball,Morgan,Michael Grant
1034,baseball,North Branford,Billy Mitchell
1035,baseball,Notre Dame Catholic,Bill Mazzucco
1036,baseball,Old Saybrook,Dan Driscoll
1037,baseball,Parish Hill,travis jurcik
1038,baseball,Portland,Richard Borg
1039,baseball,Putnam,Christopher Hehir
1040,baseball,Sacred Heart,Mark Saukas
1041,baseball,Shepaug Valley,Scott Werkhoven
1042,baseball,Somers,Eric Sharon
1043,baseball,Sports & Medical Sciences Academy,Josh Svoboda
1044,baseball,St. Bernard,George Rivera
1045,baseball,St. Paul Catholic,Victor Rinaldi
1046,baseball,Terryville,Peter Veleas
1047,baseball,Thomaston,Robert McMahon
1048,baseball,Tourtellotte,Adam Child
1049,baseball,Wamogo Regional,Gregg Hunt
1050,baseball,Westbrook,Derek Hanssen
1051,baseball,Wheeler,Eric Collins
1052,baseball,Whitney RVT,Carl Artman
1053,baseball,Gilbert,Don Crossman
1054,baseball,Lewis Mills,Vic Rinaldi
1055,baseball,Litchfield,Kyle Weaver
1056,baseball,Nonnewaug,Frank Melillo
1057,baseball,Northwestern Regional,Tom Germano
1058,baseball,Shepaug Valley,Scott Werkhoven
1059,baseball,Terryville,Peter Veleas
1060,baseball,Thomaston,Robert McMahon
1061,baseball,Bloomfield,Thomas Poland
1062,baseball,RHAM,Paul Steiner
1063,baseball,Wilmington Charter,Dan Saggione
1064,baseball,Appoquinimink,Charles Word
1065,baseball,Caesar Rodney,Richard Szvitich
1066,baseball,Cape Henlopen,Ben Evick
1067,baseball,Concord,Tim Hamberger
1068,baseball,Delcastle Technical,Dave Battafarano
1069,baseball,Dover,David Gordon
1070,baseball,Hodgson Vo-Tech,Chris Moxley
1071,baseball,Middletown,Scott Smith
1072,baseball,Newark,Butch Simpson
1073,baseball,Polytech,George Eilers
1074,baseball,Salesianum,Ted Godfrey
1075,baseball,Smyrna,Vince Clemons
1076,baseball,St. Georges Tech,W. Jeff Rodgers
1077,baseball,Sussex Central,Todd Brock
1078,baseball,Sussex Tech,Dan Zakrociemski
1079,baseball,Milford,Nick Brannan
1080,baseball,Archmere Academy,Chuck Clausius
1081,baseball,Brandywine,Larry Wheeler
1082,baseball,Caravel,Chris Moxley
1083,baseball,Christiana,Kevin Green
1084,baseball,Conrad Science,Kelley Wilson
1085,baseball,Delmar,David Hearn
1086,baseball,Delmarva Christian,Eric Reiske
1087,baseball,Dickinson,Matt Robinson
1088,baseball,DuPont,Darren Brodie
1089,baseball,Glasgow,Antwain Haman
1090,baseball,Howard,Rahsaan Matthews
1091,baseball,Indian River,"Derek ""DJ"" Long"
1092,baseball,Lake Forest,Corey Wyatt
1093,baseball,McKean,Tom Barnhart
1094,baseball,Mount Pleasant,Alex Ogilvie
1095,baseball,Sanford,Jamie Clark
1096,baseball,St. Andrew's,Mike Mastrocola
1097,baseball,St. Elizabeth,Tom Beddow
1098,baseball,St. Mark's,Mark Smith
1099,baseball,Tatnall,Peter Wickman
1100,baseball,Tower Hill,Bill Cannon
1101,baseball,Wilmington Christian,Jim Fedena
1102,baseball,Appoquinimink,Charles Word
1103,baseball,Concord,Tim Hamberger
1104,baseball,Delcastle Technical,Dave Battafarano
1105,baseball,DuPont,Darren Brodie
1106,baseball,Glasgow,Antwain Haman
1107,baseball,Middletown,Scott Smith
1108,baseball,Mount Pleasant,Alex Ogilvie
1109,baseball,Newark,Butch Simpson
1110,baseball,Brandywine,Larry Wheeler
1111,baseball,Christiana,Kevin Green
1112,baseball,Dickinson,Matt Robinson
1113,baseball,Hodgson Vo-Tech,Chris Moxley
1114,baseball,Howard,Rahsaan Matthews
1115,baseball,McKean,Tom Barnhart
1116,baseball,Wilmington Charter,Dan Saggione
1117,baseball,Archmere Academy,Chuck Clausius
1118,baseball,Conrad Science,Kelley Wilson
1119,baseball,First State Military Academy,daniel fromal
1120,baseball,Caravel,Chris Moxley
1121,baseball,Delmarva Christian,Eric Reiske
1122,baseball,Salesianum,Ted Godfrey
1123,baseball,Wilson,James Silk
1124,baseball,McKinley Tech,Bryan Crumpton
1125,baseball,Anacostia,Scott Campbell
1126,baseball,Bell,Reiss Allen
1127,baseball,Cardozo,Frazier O'Leary
1128,baseball,Coolidge,Bryan Crumpton
1129,baseball,Dunbar,Jason Spinks
1130,baseball,Eastern,Ronald Saunders
1131,baseball,Roosevelt,Olawale Williams
1132,baseball,School Without Walls,Kip Smith
1133,baseball,Paul Public Charter International,Donny Campbell
1134,baseball,Richard Wright Public Charter School,Jerome A Young Jr
1135,baseball,Somerset Prep,Stephen Catalano
1136,baseball,Potomac School,Eric Crozier
1137,baseball,Maret,Antoine Williams
1138,baseball,Georgetown Day,Todd Carter
1139,baseball,Sidwell Friends,John Simon
1140,baseball,St. Andrew's Episcopal,Al Hightower
