,sport,school,coach
736,football,Reidsville,james teague
737,football,Richlands,Pat Byrd
738,football,R-S Central,Brad Hutchins
739,football,Salisbury,Brian Hinson
740,football,South Columbus,Russell Dove
741,football,South Granville,Jake Wohlfeil
742,football,South Lenoir,Jeremy Joyner
743,football,South Point,adam hodge
744,football,South Rowan,Daniel Yow
745,football,SouthWest Edgecombe,J.C. Cobb
746,football,Southwest Onslow,Charlie Dempsey
747,football,Spring Creek,Aaron Sanders
748,football,St. Pauls,Mike Setzer
749,football,Surry Central,Monty Southern
750,football,Thomasville,Doug Robertson
751,football,Trinity,Brett Andrews
752,football,Wallace-Rose Hill,Cory Lovelace
753,football,Washington,Perry Owens
754,football,West Bladen,Kris Williams
755,football,West Craven,Michael Twichell
756,football,West Davidson,Bryan Lingerfelt
757,football,West Iredell,Monte Simmons
758,football,West Lincoln,Jonathan Scronce
759,football,West Stanly,Brett Morton
760,football,West Stokes,Jimmy Upchurch
761,football,West Wilkes,Philip Collett
762,football,Wheatmore,Philip Yarbrough
763,football,Whiteville,Jarrett Price
764,football,A.C. Reynolds,Michael Tweed
765,football,A.L. Brown,Mike Newsome
766,football,Alexander Central,Jonathan Watts
767,football,Ashbrook,Brian Andrews
768,football,Asheboro,Blake Brewer
769,football,Asheville,David Burdette
770,football,Ben L. Smith,Marcello Royal
771,football,Cape Fear,Jacob Thomas
772,football,Central Cabarrus,Kenneth McClamrock
773,football,Chapel Hill,Issac Marsch
774,football,Charlotte Catholic,Mike Brodowicz
775,football,Clayton,Shane Handy
776,football,Cleveland,Scott Riley
777,football,Concord,Glen Padgett
778,football,Cox Mill,Craig Stewart
779,football,Crest,Dustin Nichols
780,football,D.H. Conley,Nate Conner
781,football,Douglas Byrd,mike paroli
782,football,Dudley,Stephen Davis
783,football,E.E. Smith,Deron Donald
784,football,East Chapel Hill,Brian Nunn
785,football,East Rowan,John Fitz
786,football,Eastern Alamance,John Kirby
787,football,Eastern Wayne,Leander Oates
788,football,Enka,Jeff Frady
789,football,Erwin,Craig Dayton
790,football,Fike,mike wickham
791,football,Forestview,Chris Medlin
792,football,Franklinton,Jimmy Williams
793,football,Freedom,Justin Hawn
794,football,Gray's Creek,David Lovette
795,football,Harnett Central,Matt Migliore
796,football,Havelock,Mark Witmer
797,football,Hunt,Ryan Sulkowski
798,football,Huss,James McKoy
799,football,J.H. Rose,Will Bland
800,football,Jacksonville,Beau Williams
801,football,Jay M. Robinson,Rich Williams
802,football,Jesse Carson,Joe Pinyan
803,football,Kings Mountain,Barry Webster
804,football,Lee County,Steve Burdeau
805,football,Marvin Ridge,Aubrey Carter
806,football,Monroe,Johnny Sowell
807,football,Mount Tabor,raymond marshall
808,football,North Brunswick,Bryan Davis
809,football,North Buncombe,Brandon Allen
810,football,North Gaston,Justin Clark
811,football,North Henderson,Zach Wilkins
812,football,North Iredell,David Lewis
813,football,Northeast Guilford,Earl Bates
814,football,Northern,John Hammett
815,football,Northern Guilford,Erik Westberg
816,football,Northern Nash,Andrew Farriss
817,football,Northwest Cabarrus,Brandon Gentry
818,football,Orange,Van Smith
819,football,Parkland,Martin Samek
820,football,Parkwood,Tim Speakman
821,football,Person,Joey Carroll
822,football,Piedmont,Johnathan Castator
823,football,Rockingham County,Brad Baker
824,football,Rocky Mount,Jason Battle
825,football,Smithfield-Selma,MIKE PARRISH
826,football,South Brunswick,Robert Lewis
827,football,South Iredell,Scott Miller
828,football,South Johnston,Matthew Riggsbee
829,football,Southeast Guilford,Kennedy Tinsley
830,football,Southern Alamance,Fritz Hessenthaler
831,football,Southern Guilford,Jason Bear Bradley
832,football,Southern Lee,Kenneth Neal
833,football,Southern Nash,Brian Foster
834,football,Southern Wayne,Ronnie McClary
835,football,Southwest Guilford,Eric Rainey
836,football,Southwestern Randolph,Seth Baxter
837,football,St. Stephens,Wayne Hicks
838,football,Statesville,randall gusler
839,football,Stuart Cramer,Ben McMillan
840,football,Sun Valley,Drew Hackett
841,football,Swansboro,Tim Laspada
842,football,T.C. Roberson,JD Dinwiddie
843,football,Terry Sanford,Bruce McClelland
844,football,Triton,Ben Penny
845,football,Tuscola,Chris Brookshire
846,football,Union Pines,Lonnie Cox
847,football,Vance County,Edwin Campbell
848,football,Watauga,Ryan Habich
849,football,Weddington,Andy Capone
850,football,West Brunswick,Brett Hickman
851,football,West Carteret,Daniel Barrow
852,football,West Henderson,Paul Whitaker
853,football,West Rowan,joe nixon
854,football,Western Alamance,Jeff Snuffer
855,football,Western Guilford,Adam Clay
856,football,Western Harnett,Blake Culbertson
857,football,Apex Friendship,Adam Sanders
858,football,Athens Drive,Jeremy Fullbright
859,football,Broughton,Chris Dawson
860,football,Cardinal Gibbons,Steven Wright
861,football,Cary,Jason Wilkes
862,football,Corinth Holders,Adam Khavari
863,football,David W. Butler,Brian Hales
864,football,Davie,Tim Devericks
865,football,E.A. Laney,Luke Little
866,football,East Forsyth,Shawn COFER
867,football,East Mecklenburg,Robert Forshee
868,football,Enloe,Kenneth Blocker
869,football,Fuquay - Varina,Jeb Hall
870,football,Garinger,Greg Fowler
871,football,Garner Magnet,Thurman Leach
872,football,Glenn,Antwon Stevenson
873,football,Green Hope,David Green
874,football,Green Level,Ben Goudeau
875,football,Harding University,Van Smith
876,football,Heritage,Wallace Clark
877,football,Hickory Ridge,Larry Cothren
878,football,High Point Central,Wayne Jones
879,football,Hillside,Darian Harris
880,football,Hoggard,Craig Underwood
881,football,Hoke County,George M. Small
882,football,Holly Springs,Robert Furth
883,football,Hopewell,Jamelle Byrd
884,football,Hough,Matthew Jenkins
885,football,Independence,Mike Natoli
886,football,Jack Britt,Brian Randolph
887,football,Jordan,Justin Allred
888,football,Knightdale,Anthony Timmons
889,football,Lake Norman,Jonathan Oliphant
890,football,Leesville Road,Ben Kolstad
891,football,Mallard Creek,Michael Palmieri
892,football,Middle Creek,Randy Ragland
893,football,Myers Park,Scott Chadwick
894,football,North Mecklenburg,Eric Morman
895,football,Northwest Guilford,Kevin Wallace
896,football,Page,Doug Robertson
897,football,Panther Creek,Sean Crocker
898,football,Phillip O. Berry Academy of Technology,Andrew Howard
899,football,Pine Forest,William Sochovka
900,football,Pinecrest,Chris Metzger
901,football,Purnell Swett,Stephen Roberson
902,football,R.J. Reynolds,Pat Crowley
903,football,Ragsdale,Johnny Boykin
904,football,Richmond,Bryan Till
905,football,Riverside-Durham,Andre George
906,football,Rocky River,Orlando Gray
907,football,Scotland,lawrence bartell
908,football,Seventy-First,Duran McLaurin
909,football,South Caldwell,Butch Carter
910,football,South Central,Andy Tew
911,football,South Garner,Daniel Finn
912,football,South Mecklenburg,Rocky White
913,football,South View,Rodney Brewington
914,football,Southeast Raleigh,JeVar Bransome
915,football,Wake Forest,Reggie Lucas
916,football,West Charlotte,Joshua Harris
917,football,West Forsyth,Adrian Snow
918,football,West Mecklenburg,Jarvis Davis
919,football,Arendell Parrott Academy,Matt Beaman
920,football,Cary Christian,Jeff Bates
921,football,Faith Christian,Russell Weinstein
922,football,Fayetteville Christian,Gregg Bryant
923,football,GRACE Christian,Keith Boutwell
924,football,Rocky Mount Academy,Terrell Hudgins
925,football,Bethel Christian Academy,Brick Crowder
926,football,Community Christian,Andy Jackson
927,football,Halifax Academy,pete edwards
928,football,John Paul II Catholic,Sean Murphy
929,football,Lawrence Academy,Lee Hoffman
930,football,Northeast Academy/Hobgood Academy,Brandon lanier
931,football,Pungo Christian Academy,Stacey Keech
932,football,Center-Stanton,Cale Ferderer
933,football,Drake/Anamoose,Chris Arnold
934,football,Midway/Minto,Cody Stevenson
935,football,Beach,Mike Zier
936,football,Benson County [Leeds/Maddock],robert Bubach
937,football,Divide County,Bob Brown
938,football,Finley-Sharon/Hope-Page,Kevin Nesemeier
939,football,Grant County co-op [Carson/Elgin-New Leipzig]/Flasher,Jamie Krenz
940,football,Hankinson,Jason Monilaws
941,football,LaMoure/Litchville-Marion,Joel Bickford
942,football,Larimore,Kal Triplett
943,football,Linton/Hazelton-Moffit-Braddock,Daniel Imdieke
944,football,Maple Valley/Enderlin,Brett Kapaun
945,football,Mohall/Lansford/Sherwood,Brian Rohles
946,football,Napoleon/Gackle-Streeter,Kelly McCleary
947,football,New Rockford-Sheyenne,Jeremy Newton
948,football,North Border co-op [Walhalla/Pembina],Tim Hartje
949,football,North Prairie co-op [Rolette/Wolford/Rolla],Terry Motl
950,football,North Star/Starkweather,Bryan Haugen
951,football,Towner-Granville-Upham,Ben Wollenzien
952,football,Trenton,paul whitaker
953,football,Tri-State co-op [Rosholt/Fairmount/Campbell-Tintah],John Freeman
954,football,Bottineau,Rob Bedlion
955,football,Bowman County co-op [Bowman/Scranton],Todd Frie
956,football,Carrington,Marty Hochhalter
957,football,Des Lacs-Burlington,James Johnson
958,football,Garrison/Max,Jon Calhoun
959,football,Hatton/Northwood,David Smith
960,football,Kenmare/Bowbells/Burke Central,Doug Smith
961,football,Lisbon,Robert Bubach
962,football,Milnor/North Sargent,Eric Olson
963,football,Northern Cass,Craig Lachowitzer
964,football,Oakes,Greg Dobitz
965,football,Richardton-Taylor/Hebron,Travis Olson
966,football,Rugby,Scott Grochow
967,football,Shiloh Christian,Funnon Barker
968,football,Thompson,Brady Schwab
969,football,Beulah,Jim Dooley
970,football,Central Cass,Patrick Metzger
971,football,Hazen,Rick Philion
972,football,Kindred,Cody Kittelson
973,football,St. Mary's Central,Dan Smrekar
974,football,Valley City,Scott Roehrich
975,football,Wahpeton,Brian Dokken
976,football,Bismarck,Mark Gibson
977,football,Century,Ron Wingenbach
978,football,Dickinson,Bruce Faulhaber
979,football,Grand Forks Central,Bill Lorenz
980,football,Mandan,Todd Sheldon
981,football,Red River,Vyrn Muir
982,football,Center-Stanton,Cale Ferderer
983,football,Drake/Anamoose,Chris Arnold
984,football,Midway/Minto,Cody Stevenson
985,football,Bishop Rosecrans,Mark Johnston
986,football,Danbury,Keith Mora
987,football,Holgate,James Wagner
988,football,St. John,Doug Pearson
989,football,Archbishop Moeller,Doug Rosfeld
990,football,Beavercreek,Nic Blac
991,football,Berea-Midpark,Jon Hunek
992,football,Bowsher,chip strahm
993,football,Brunswick,Dave Rea
994,football,Central Crossing,charles williamson
995,football,Cleveland Heights,Jeff Rotsky
996,football,Colerain,Christopher Walker
997,football,Dublin Coffman,Luiz Totti
998,football,Dublin Jerome,Mark Hundley
999,football,Elder,Doug Ramsey
1000,football,Euclid,Fielding Cloud
1001,football,Fairfield,Jason Krause
1002,football,Findlay,Matt Pees
1003,football,Groveport-Madison,Bryan Schoonover
1004,football,Hayes,Mike Golden
1005,football,Hilliard Bradley,Mike LoParo
1006,football,Hilliard Darby,Michael Weer
1007,football,Hilliard Davidson,Brian White
1008,football,Jackson,Beau Balderson
1009,football,Lakota West,Larry Cox
1010,football,Lancaster,Philadelphia Wolfeschlegelsteinhausenbergerdorff
1011,football,Lebanon,Shawn Lamb
1012,football,Lincoln,Bruce Ward
1013,football,Lorain,Tyshawn Lighty
1014,football,Marysville,Brent Johnson
1015,football,McKinley,Dan Reardon
1016,football,Medina,Dan Sutherland
1017,football,Mentor,Steve Trivisonno
1018,football,Middletown,DON SIMPSON
1019,football,Milford,Kirk Ayler
1020,football,Newark,Mike Kopachy
1021,football,Olentangy Liberty,Joseph poindexter
1022,football,Olentangy Orange,Zebb Schroeder
1023,football,Perrysburg,Matt Kregel
1024,football,Pickerington Central,Ian Oberdorf
1025,football,Princeton,Mike Daniels
1026,football,Reynoldsburg,Buddy White
1027,football,Solon,Jim McQuaide
1028,football,Springboro,Ryan Wilhite
1029,football,Springfield,Maurice Douglass
1030,football,St. Edward,Tom Lombardo
1031,football,St. Xavier,John Fischesser
1032,football,Start,Pat Gucciardo
1033,football,Strongsville,Lou Cirino
1034,football,Sycamore,Greg Ramsey
1035,football,Thomas Worthington,Matt Zingery
1036,football,Walnut Hills,Gerry Beauchamp
1037,football,Wayne,Harry Robbins
1038,football,West Clermont,Nick Ayers
1039,football,Western Hills,Armand Tatum
1040,football,Westerville Central,Brent Morrison
1041,football,Westland,kyle goebbel
1042,football,Alliance,Seth Whiting
1043,football,Anderson,Brian Pitzer
1044,football,Anthony Wayne,Andy Brungard
1045,football,Archbishop Hoban,Gregory Harrison
1046,football,Austintown-Fitch,Michele Zielinski
1047,football,Avon,Al Cornaro
1048,football,Barberton,Todd Mathews
1049,football,Benedictine,Joe Schaefer
1050,football,Berlin,Mark Nori
1051,football,Big Walnut,Joe Weaver
1052,football,Brecksville-Broadview Heights,Martin Poder
1053,football,Briggs,Brian Hawks
1054,football,Brush,Josh Wells
1055,football,Canal Winchester,Matthew McKeon
1056,football,Central Catholic,Greg Dempsey
1057,football,Chillicothe,Ron Hinton
1058,football,Clay,John Galyas
1059,football,Cuyahoga Falls,Shane Parker
1060,football,Dublin Scioto,Karl Johnson
1061,football,Edgewood,Scott Clemmons
1062,football,Ellet,Joe Yost
1063,football,Fairborn,Chris Roark
1064,football,Firestone,Eric Mitchell
1065,football,Franklin Heights,Cory Fenner
1066,football,Green,Jon Wallace
1067,football,Harrison,Derek Rehage
1068,football,Hoover,Brian Baum
1069,football,Hudson,Jeff Gough
1070,football,John Adams,Gary Jackson
1071,football,John Marshall,Terrance Cleggett
1072,football,La Salle,Pat McLaughlin
1073,football,Lake,Jeff Durbin
1074,football,Lakeside,Buzz Edwards
1075,football,Lakewood,Tom Thome
1076,football,Licking Heights,Darren Waters
1077,football,Little Miami,Tanner Schoellman
1078,football,Madison,Tim Willis
1079,football,Maple Heights,Shaq Washington
1080,football,Marion Harding,Jerrod Slater
1081,football,Mayfield,thereal coach
1082,football,Mifflin,Anthony Thornton
1083,football,Mt. Vernon,Eddy Johnson
1084,football,Nordonia,Jeff Fox
1085,football,North Olmsted,Tim Brediger
1086,football,North Ridgeville,Luke Durbin
1087,football,North Royalton,Dave Bober
1088,football,Northview,Doug Downing
1089,football,Olmsted Falls,James Ryan
1090,football,Padua Franciscan,Kevin Leigh
1091,football,Piqua,Bill Nees
1092,football,Rhodes,Phillip Gary
1093,football,Sidney,Adam Doenges
1094,football,South,Mark Habat
1095,football,Southview,Chris Macy
1096,football,St. Charles,Bob Jacoby
1097,football,St. John's Jesuit,Doug Pearson
1098,football,Stebbins,Greg Bonifay
1099,football,Teays Valley,Mark Weber
1100,football,Turpin,Eric Kenter
1101,football,Valley Forge,MARCELLO DeANGELIS
1102,football,Wadsworth,Andrew Eby
1103,football,Walnut Ridge,Byron Mattox
1104,football,Washington,Nate Moore
1105,football,Watkins Memorial,jake kuhner
1106,football,West,James Horn
1107,football,West Carrollton,Chris Newman
1108,football,Westerville South,Matthew Christ
1109,football,Westlake,Mark Campo
1110,football,Whetstone,Don Poff
1111,football,Whitehall-Yearling,Jake Kuhner
1112,football,Winton Woods,Andre Parker
1113,football,Withrow,ryan drake
1114,football,Worthington Kilbourne,Josh Stegman
1115,football,Aiken,Harry McCal
1116,football,Archbishop Alter,Ed Domsitz
1117,football,Ashland,Michael Pitz
1118,football,Athens,Ryan Adams
1119,football,Aurora,Bob Mihalik
1120,football,Badin,Nick Yordy
1121,football,Bay,Ron Rutt
1122,football,Beechcroft,Charles Gibson
1123,football,Bellbrook,Jeff Jenkins
1124,football,Bellefontaine,Blake Lantz
1125,football,Bexley,John Smith
1126,football,Bishop Hartley,Brad Burchfield
1127,football,Bishop Watterson,Brian Kennedy
1128,football,Bowling Green,dirk conner
1129,football,Buchtel,Ricky Powers
1130,football,Buckeye,Tom Srail
1131,football,Buckeye Valley,matt Stephens
1132,football,Butler,Greg Bush
1133,football,Canfield,Michael Pavlansky
1134,football,Centennial,Donte Goosby
1135,football,Chaminade-Julienne,Marcus Colvin
1136,football,Chardon,Mitch Hewitt
1137,football,Cloverleaf,Justin Vorhies
1138,football,Coventry,Michael Zografos
1139,football,Dover,Dan Ifft
1140,football,Dunbar,Corey Freed
1141,football,"East (Akron, OH)",Marques Hayes
1142,football,"East (Youngstown, OH)",Kevin Cylar
1143,football,East Tech,Daryl Forrest
1144,football,Eastmoor Academy,James Miranda
1145,football,Elida,Jason Carpenter
1146,football,Franklin,Brad Childers
1147,football,Geneva,Chip Sorber
1148,football,Glenville,Theodore Ginn
1149,football,Goshen,Ryan George
1150,football,Hamilton Township,Matthew Carter
1151,football,Harvey,Brian Craemer
1152,football,Holy Name,Dan Wondolowski
1153,football,Howland,Steve Boyle
1154,football,Hughes,Chris Mobley
1155,football,Independence,Maurice Douglas
1156,football,Jackson,Andy Hall
1157,football,John Hay,Rodney Decipeda
1158,football,Jonathan Alder,Brett Glass
1159,football,Kenston,Stephen Schwin
1160,football,Lexington,Taylor Gerhardt
1161,football,London,Kyle Cutler
1162,football,Louisville,John Demarco
1163,football,Madison Comprehensive,Jami Masi
1164,football,Marietta,Jason Schob
1165,football,Maumee,Brian Buck
1166,football,Memorial,Doug Frye
1167,football,Miami Trace,Jerry Williams
1168,football,Monroe,Brett Stubbs
1169,football,New Philadelphia,Matt Dennison
1170,football,New Richmond,Joshua Stratton
1171,football,Northwest,Lee Johnson
1172,football,Norwalk,Chris MacFarland
1173,football,Notre Dame-Cathedral Latin,Andrew Mooney
1174,football,River Valley,Doug Green
1175,football,Rocky River,Josh Wells
1176,football,Ross,Kenyon Commins
1177,football,Sandusky,Mike Franklin
1178,football,Shaw,Thomas Coleman
1179,football,Shawnee,Frank Crea
1180,football,Sheridan,Paul Culver
1181,football,South,George W. Yates II
1182,football,Springfield,Kevin Vaughn
1183,football,St. Vincent-St. Mary,Andy Jalwan
1184,football,Steubenville,Reno Saccoccia
1185,football,Tallmadge,Alan Vanderink
1186,football,Taylor,Dave Huffman
1187,football,Tri-Valley,Kevin Fell
1188,football,Trotwood-Madison,Jeff Graham
1189,football,Unioto,Jeff Metzler
1190,football,University School,Eric Rinehart
1191,football,Wapakoneta,Travis Moyer
1192,football,West Holmes,Zach Gardner
1193,football,Western Brown,Brett Collins
1194,football,Wilmington,Jody Ames
1195,football,Woodridge,Jeff Decker
1196,football,"Woodward (Toledo, OH)",Marek Moldawsky
1197,football,"Woodward (Cincinnati, OH)",Daryl Moore
1198,football,Batavia,Scott Donaldson
1199,football,Beaver,Jeremy McElroy
1200,football,Bellevue,Ed Nasonti
1201,football,Benjamin Logan,Jeff Fay
1202,football,Bloom-Carroll,Wade Bartholomew
1203,football,Brookside,Paul Ferguson
1204,football,Bryan,Grant Redhead
1205,football,Cambridge,kevin gunn
1206,football,Canton South,Greg Reed
1207,football,Carrollton,Phil Mauro
1208,football,Chagrin Falls,Mark Iammarino
1209,football,Circleville,Heath Hinton
1210,football,Claymont,Badre Bardawil
1211,football,Clear Fork,Dave Carroll
1212,football,Clearview,Mike Collier
1213,football,Cleveland Central Catholic,John Lundy
1214,football,Clinton-Massie,Dan Mcsurley
1215,football,Cuyahoga Valley Christian Academy,Dan Larlham
1216,football,East,Wes Edwards
1217,football,East Liverpool,Joshua Ludwig
1218,football,Eaton,Brad Davis
1219,football,Edison,James Hall
1220,football,Fairfield Union,Raleigh Schorr
1221,football,Fostoria,Derek Kidwell
1222,football,Galion,Matt Dick
1223,football,Gallia Academy,Josh Riffe
1224,football,Girard,Pat Pearson
1225,football,Graham Local,A.J. Woods
1226,football,Hawken,Brian Stephenson
1227,football,Heath,Coach Ward
1228,football,Highland,Chad Carpenter
1229,football,Hillsboro,Matt Hodge
1230,football,Huron,Sam Hohler
1231,football,Indian Hill,Mike Theisen
1232,football,Indian Valley,Matt Lancaster
1233,football,John F. Kennedy,Christopher Hubbard
1234,football,John Glenn,Matt Edwards
1235,football,Kenton,Brent Fackler
1236,football,Kenton Ridge,Joel Marratta
1237,football,Keystone,Don Griswold
1238,football,Lakeview,Adam Goodman
1239,football,Lakewood,Coach Lee
1240,football,Licking Valley,Randy Baughman
1241,football,Linden-McKinley,Eric Valentine
1242,football,Logan Elm,Todd Seymour
1243,football,Lutheran West,Dave Geye
1244,football,Marion-Franklin,J. Garrett
1245,football,McClain,Jacob Orr-Zody
1246,football,Meadowbrook,Jeff Twiddy
1247,football,Milton-Union,Bret Pearce
1248,football,Minerva,Dale Soles
1249,football,Napoleon,Tory Strock
1250,football,Northridge,Bob Smith
1251,football,Northwest,Joe Harbour
1252,football,Northwestern,Seth Whiting
1253,football,Oakwood,Butch Snider
1254,football,Ontario,Chris Hawkins
1255,football,Orange,Adam Bechlem
1256,football,Ottawa-Glandorf,Ken Schriner
1257,football,Perkins,Jason Ziegler
1258,football,Perry,Matt Rosati
1259,football,Philo,Dirk Lincicome
1260,football,Poland Seminary,Ryan Williams
1261,football,Port Clinton,Beau Carmon
1262,football,River View,Chad Massie
1263,football,Roger Bacon,Mike Blaut
1264,football,Rossford,Justin Reitz
1265,football,Salem,Derek Mayhew
1266,football,Shelby,Erik Will
1267,football,Shroder Paideia Academy,G. Benjamin Myles
1268,football,St. Clairsville,Brett Mclean
1269,football,Thurgood Marshall,Brian Carter
1270,football,Union Local,Bernie Thompson
1271,football,Upper Sandusky,Eric Lessig
1272,football,Urbana,Carleton Cotner
1273,football,Ursuline,Larry Kempe
1274,football,Valley View,Bob Skidmore
1275,football,Van Wert,Clint Mathew
1276,football,Vinton County,Travis Bethel
1277,football,Warrensville Heights,Desean Washington
1278,football,Washington,chuck williamson
1279,football,Waverly,Chris Crabtree
1280,football,Waynesville,Scott Jordan
1281,football,West Geauga,Eric Sopkovich
1282,football,Alexander,Alex Penrod
1283,football,Amanda-Clearcreek,Scott Hinton
1284,football,Bath,Bill Garland
1285,football,Bellaire,Kevin Schmidli
1286,football,Berkshire,Josh DeWeese
1287,football,Bishop Ready,Brian Cross
1288,football,Brookville,Mike Hetrick
1289,football,Buckeye Local,Roger Herbert
1290,football,Canton Central Catholic,Brian White
1291,football,Carlisle,Mike Brown
1292,football,Chesapeake,Andy Clark
1293,football,Cincinnati Hills Christian Academy,Eric Taylor
1294,football,Clark Montessori,Keith Fisher
1295,football,Columbus Academy,J E
1296,football,Coshocton,Jim Woodrum
1297,football,Crestview,Paul Cusick
1298,football,Eastwood,Jacob McNulty
1299,football,Edison,Shane O'Brien
1300,football,Elmwood,Brian Cooper
1301,football,Elyria Catholic,Brian Fox
1302,football,Fairland,Melvin Cunningham
1303,football,Fairview,Tom Narducci
1304,football,Finneytown,Darryn Chenalt
1305,football,Garaway,Glen Huffman
1306,football,Garfield,Mike Moser
1307,football,Genoa Area,Mike Vicars
1308,football,Gilmour Academy,Chris Kosiorek
1309,football,Grand Valley,Clinton Nims
1310,football,Greenon,Josh Wooten
1311,football,Harrison Central,Justin Kropka
1312,football,Indian Lake,Dave Coburn
1313,football,Ironton,Trevon Pendelton
1314,football,Jefferson Area,Ed Rankin
1315,football,Johnstown-Monroe,Mike Carter
1316,football,Kirtland,Tiger (Phillip) Laverde
1317,football,Lake,Mark Emans
1318,football,Lakota,James Kelly
1319,football,Liberty Union,Daniel Shirey
1320,football,Liberty-Benton,Tim Nichols
1321,football,Lutheran East,Adam Bickel
1322,football,Madison,Jess Hubbard
1323,football,Madison Plains,Jason Hunt
1324,football,Manchester,Jim France
1325,football,Mariemont,Kurry Commins
1326,football,Martins Ferry,Charles yoder
1327,football,Meadowdale,Robert Brown
1328,football,Miami East,Max Current
1329,football,Minford,Brent Daniels
1330,football,North College Hill,Derek Wiggins
1331,football,North Union,Deana Adams
1332,football,Northwestern,Mike Thut
1333,football,Northwood,Ken James
1334,football,Oak Harbor,Mike May
1335,football,Oak Hill,Nathan Dugan
1336,football,Orrville,Doug Davault
1337,football,Otsego,Matt Dzierwa
1338,football,Paulding,Chris Etzler
1339,football,Piketon,Tyler Gullion
1340,football,Portsmouth,bruce kalb
1341,football,Portsmouth West,Ben Johnson
1342,football,Preble Shawnee,Matt Hopkins
1343,football,Purcell Marian,Brian Miller
1344,football,Ridgewood,John Slusser
1345,football,River Valley,Jerrod Sparling
1346,football,Rock Hill,Mark Lutz
1347,football,Sandy Valley,Brian Gamble
1348,football,South Range,Dan Yeagley
1349,football,Southeast,Steve Sigworth
1350,football,Summit Country Day,Justin Isaacs
1351,football,Swanton,Ben Ohlemacher
1352,football,Taft,Bess Murphy
1353,football,Trinity,Jeff McSweeney
1354,football,Tuslaw,Mark Gulling
1355,football,Versailles,Adam Miller
1356,football,Waterloo,Mike Devies
1357,football,Waynedale,Louie Stanley
1358,football,Wellston,Chris Hutchinson
1359,football,West Jefferson,Shawn Buescher
1360,football,West Liberty-Salem,Dan McGill
1361,football,West Muskingum,Jeremy Ketcham
1362,football,Westfall,Justin Towler
1363,football,Wheelersburg,Rob Woodward
1364,football,Wickliffe,M Porcello
1365,football,Willard,Britton Devier
1366,football,Wynford,Gabe Helbert
1367,football,Adair,Rob Gilstrap
1368,football,Alva,karl shklar
1369,football,Antlers,Kenny Speer
1370,football,Atoka,Jacob Cupp
1371,football,Beggs,David Tenison
1372,football,Bethel,Joey Ginn
1373,football,Blackwell,Rick Lang
1374,football,Cascia Hall,Joe Medina
1375,football,Chandler,Jack Gray
1376,football,Chisholm,Joey Reinart
1377,football,Christian Heritage,Gary Fowler
1378,football,Coalgate,rob green
1379,football,Community Christian,Greg Laffin
1380,football,Crossings Christian,Jonathan Keathly
1381,football,Davis,Jody Weber
1382,football,Eufaula,Johnny Bohannon
1383,football,Frederick,Bret Tyler
1384,football,Hartshorne,Jeff Beare
1385,football,Haskell,Greg Wilson
1386,football,Heavener,Jeff Stewart
1387,football,Hennessey,Rick Luetjen
1388,football,Hugo,Lloyd Smith
1389,football,Idabel,Jeffery Gibson
1390,football,Jones,Melissa Cathey
1391,football,Kansas,Jimmy Dushane
1392,football,Kellyville,Bob Snyder
1393,football,Keys,Adam Hass
1394,football,Kiefer,Josh Calvert
1395,football,Lexington,Dale Berglan
1396,football,Lindsay,John Inman
1397,football,Luther,Zack Smith
1398,football,Marietta,Dewayne Taylor
1399,football,Marlow,Jeremy Gage
1400,football,Meeker,DJ Howell
1401,football,Metro Christian,Jared Mccoy
1402,football,Millwood,kendrick neal
1403,football,Morris,Bobo Daniels
1404,football,Newkirk,Bob Underwood
1405,football,Nowata,Bob Craig
1406,football,Oklahoma Christian,Derek Turner
1407,football,Okmulgee,Bruce Munden
1408,football,Panama,Jeff Broyles
1409,football,Perry,Travis Cole
1410,football,Prague,John Graham
1411,football,Purcell,Tracy Scott
1412,football,Rejoice Christian,Brent Marley
1413,football,Roland,Jeff Streun
1414,football,Sperry,Robert Park
1415,football,Tishomingo,John Sullenger
1416,football,Vian,Gary Willis
1417,football,Victory Christian,Ben Palmer
1418,football,Anadarko,Kent Jackson
1419,football,Berryhill,Pat Harper
1420,football,Bridge Creek,Scott O'Hara
1421,football,Central,Kip Shaw
1422,football,Checotah,Brandon Turley
1423,football,Dickson,Steve Day
1424,football,Douglass,Derrick Adams
1425,football,Heritage Hall,Brett Bogert
1426,football,Holland Hall,David Ragland
1427,football,Inola,Jeff Williams
1428,football,Jay,Ron Turner
1429,football,Kingfisher,Jeff Myers
1430,football,Kingston,Bradley Oisten
1431,football,Lincoln Christian,Darren Melton
1432,football,Little Axe,Matt Lane
1433,football,Locust Grove,David Blevins
1434,football,Madill,Chad Speer
1435,football,Mannford,Joshua Coleman
1436,football,McLoud,Rusty Hall
1437,football,Mount St. Mary,Willis Alexander
1438,football,Pauls Valley,Matt Weber
1439,football,Perkins-Tryon,Bruce Williams
1440,football,Plainview,Joe Price
1441,football,Seminole,Mike Snyder
1442,football,Sequoyah,Shane Richardson
1443,football,Stigler,Chris Risenhoover
1444,football,Sulphur,toby flood
1445,football,Verdigris,Travis East
1446,football,Vinita,Matt Suffal
1447,football,Webster,Scott Robb
1448,football,Ada,Wade Standley
1449,football,Bethany,Jon Arthur
1450,football,Blanchard,Jeff Craig
1451,football,Bristow,Brett Jones
1452,football,Broken Bow,glennis ring
