,sport,school,coach
61,football,Silverado,Andy Ostolaza
62,football,Spring Valley,Marcus Teal
63,football,Arbor View,Matt Gerber
64,football,Bishop Manogue,Ernie Howren
65,football,Canyon Springs,Gus McNair
66,football,Carson,Blair Roman
67,football,Centennial,Dustin Forshee
68,football,Damonte Ranch,Shawn Dupris
69,football,Desert Pines,Tico Rodriguez
70,football,Douglas,Ernest Monfiletto
71,football,Faith Lutheran,Vernon Fox
72,football,Foothill,Vernon Brown
73,football,Galena,Aaron Cook
74,football,Green Valley,Brian Castro
75,football,Legacy,John Isola
76,football,Liberty,Richard Muraco
77,football,McQueen,Jim Snelling
78,football,Palo Verde,Joe Aznarez
79,football,Reed,Garrett Hughes
80,football,Reno,Dan Avansino
81,football,Beatty,Leo Verzilli
82,football,Mineral County,Marty waggoner
83,football,Pahranagat Valley,Brett Hansen
84,football,Round Mountain,Daniel Davis
85,football,Bedford,Kurt Hines
86,football,Bishop Guertin,John Trisciani
87,football,Concord,Eric Brown
88,football,Dover,Ken Osbon
89,football,Exeter,William Ball
90,football,Goffstown,Justin Hufft
91,football,Keene,John Luopa
92,football,Londonderry,Jim Lauzon
93,football,Manchester Central,Ryan Ray
94,football,Manchester Memorial,Peter Colcord
95,football,Merrimack,Kip Jackson
96,football,Nashua South,Scott Knight
97,football,Pinkerton,Brian O'Reilly
98,football,Salem,Rob Pike
99,football,Timberlane,Mike Pariseau
100,football,Belmont-Gilford,Josh Marzahl
101,football,Bow,Paul Cohen
102,football,Hanover,Mike Ivanoski
103,football,Hollis-Brookline,Chris Lones
104,football,Kingswood,Justin Leonard
105,football,Manchester West,Thomas Bozoian
106,football,Pelham,Ryan Clark
107,football,Pembroke,William Moher
108,football,Plymouth,Christopher Sanborn
109,football,Sanborn Regional,John Welch
110,football,Souhegan,Robin Bowkett
111,football,St. Thomas Aquinas,Dave OBrien
112,football,Campbell,Greg Gush
113,football,Epping/Newmarket,Charles Fitzmaurice
114,football,Laconia,Chris Koznes
115,football,Monadnock,Linwood Patnode
116,football,Newport,Larry McElreavy
117,football,Stevens,Paul Silva
118,football,Fall Mountain,Bill Ranauro
119,football,Farmington/Nute,Seth Wentworth
120,football,Franklin,Jeff Davis
121,football,Mascoma,Lester Lawrence
122,football,Newfound Regional,Ray Kershaw
123,football,Raymond,Norm Cormier
124,football,Dover,Ken Osbon
125,football,Exeter,William Ball
126,football,Bedford,Kurt Hines
127,football,Concord,Eric Brown
128,football,Goffstown,Justin Hufft
129,football,Manchester Central,Ryan Ray
130,football,Gloucester Catholic,Casey Murphy
131,football,Holy Cross,Coach Holmes
132,football,Holy Spirit,albert russo
133,football,Hudson Catholic,Louie Zampella
134,football,Immaculata,Mike Columbo
135,football,Immaculate Conception,Fabian Alesandro
136,football,Marist,richard glover jr
137,football,Montclair Kimberley Academy,Anthony Rea
138,football,Morris Catholic,John Hack
139,football,Morristown-Beard,Tim Fell
140,football,Camden Catholic,Cody Hall
141,football,DePaul Catholic,John Mckenna
142,football,Donovan Catholic,Dan Curcione
143,football,Mater Dei,Dino Mangiero
144,football,Pope John XXIII,Brian Carlson
145,football,Red Bank Catholic,Frank Edgerly
146,football,St. John-Vianney,Joseph Martucci
147,football,Bergen Catholic,Vito Campanile
148,football,Delbarton,Brian Bowers
149,football,Paul VI,Glenn Hutton
150,football,St. Joseph,Casey Ransone
151,football,St. Joseph Regional,Andrew Carolan
152,football,Becton,Chuck Kalender
153,football,Belvidere,josh Costantino
154,football,Bogota,Brian Appleton
155,football,Boonton,Bryan Gallagher
156,football,Bound Brook,Dominic Longo
157,football,Brearley,Scott Miller
158,football,Butler,James Matsakis
159,football,Cedar Grove,Rob Gogerty
160,football,Cresskill,Kevin Quinn
161,football,Dayton,Dominic Cuniglio
162,football,Dunellen,Dave DeNapoli
163,football,Emerson,David Murphy
164,football,Hasbrouck Heights,Edmund Carter
165,football,Hoboken,louis taglieri
166,football,Hopatcong,Gary Andolena
167,football,New Providence,Chet Parlavecchio
168,football,North Arlington,Anthony Marck
169,football,North Warren Regional,Eugene Fluri
170,football,Park Ridge,Thomas Curry
171,football,Pompton Lakes,Scott Mahoney
172,football,Ridgefield Memorial,Dan Morris
173,football,Saddle Brook,Leo Ciappina
174,football,Shabazz,Darnell Grant
175,football,Wallington,Barry Blauvelt
176,football,Weequahic,Brian Johnson-Logan
177,football,Whippany Park,Don Morgenroth
178,football,Caldwell,Ken Trimmer
179,football,Central,Julius Montford
180,football,Dumont,Richard Burd
181,football,Elmwood Park,Tom Mulligan
182,football,Glen Rock,Jim Kurz
183,football,Hackettstown,C. J. Robinson
184,football,Hawthorne,John Passero
185,football,High Point,Jim Delaney
186,football,Kinnelon,Charles Bonanno
187,football,Kittatinny Regional,Joe Coltelli
188,football,Lenape Valley,Don Smolyn
189,football,Lodi,Michael Ettz
190,football,Lyndhurst,Richard Tuero Jr
191,football,Madison,Chris Kubik
192,football,Mahwah,Jeff Remo
193,football,Manchester Regional,Rande Roca
194,football,Mountain Lakes,Darrell Fusco
195,football,Newton,Matt Parzero
196,football,Parsippany,Derrick Eatman
197,football,Pequannock,Ed Kopp
198,football,Ramsey,Anthony Petrock
199,football,Ridgefield Park,Dan Sabella
200,football,Rutherford,Andrew Howell
201,football,Secaucus,Charlie Voorhees
202,football,Verona,Kevin Batty
203,football,Waldwick/Midland Park,Greg Gruzdis
204,football,Bergenfield,Michael Weber
205,football,Carteret,Matt Yascko
206,football,Dover,Justin Hartman
207,football,Dwight Morrow,David Murphy
208,football,Garfield,Jeff Devito
209,football,Governor Livingston,Dan Guyton
210,football,Indian Hills,Dominic Mulieri
211,football,Jefferson Township,Jerry Venturino
212,football,Lakeland Regional,Tom McCormack
213,football,Montville,Donald Morgenroth
214,football,North Plainfield,Robert Lake
215,football,Nutley,Steve DiGregorio
216,football,NV - Demarest,Tony Mottola
217,football,Palisades Park/Leonia,Joe Mattessich
218,football,Paramus,JOESEPH SABELLA
219,football,Parsippany Hills,David Albano
220,football,Pascack Valley,Len Cusumano
221,football,Rahway,Brian Russo
222,football,Ramapo,Drew Gibbs
223,football,River Dell,DJ NImphius
224,football,Snyder,Ray Marshall
225,football,South Plainfield,Gary Cassio
226,football,Sparta,Frank Marchiano
227,football,Summit,Kevin Kostibos
228,football,Tenafly,Kurt Hommen
229,football,Vernon,Chuck Tepper
230,football,Voorhees,Robert Angstadt
231,football,Warren Hills Regional,George DiGrande
232,football,West Essex,Chris Benacquista
233,football,West Milford,Steve Maslanek
234,football,Clayton,james hopper
235,football,Escalante,Earl Martinez
236,football,Estancia,Stewart Burnett
237,football,Hagerman,guy rivers
238,football,Jal,Caleb Aldridge
239,football,Laguna Acoma,David McGee
240,football,Lordsburg,Dale Hooper
241,football,Loving,Mark Lopez
242,football,Questa,Chris Torres
243,football,Santa Rosa,Mario Trujillo
244,football,Texico,Bob Gilbreath
245,football,Cobre,Jerry Martinez
246,football,Crownpoint,Roderick Harlan
247,football,Cuba,Gilbert Dominguez
248,football,Dexter,Arturo Duran
249,football,Hatch Valley,Louis Howell
250,football,Hope Christian,Gary Beck
251,football,Hot Springs,Daniel Terrazas
252,football,Navajo Prep,roderick denetso
253,football,New Mexico Military Institute,Randy Montoya
254,football,Newcomb,Bill McLaughlin
255,football,Raton,Tory Giacomo
256,football,Robertson,Leroy Gonzalez
257,football,Santa Fe Indian,Carl Vigil
258,football,Socorro,Damien Ocampo
259,football,St. Michael's,Joey Fernandez
260,football,Tohatchi,Landoll Benally
261,football,Tucumcari,Wayne Ferguson
262,football,West Las Vegas,Adrian Gonzales
263,football,Wingate,Billy Badonie Jr.
264,football,Aztec,Matthew Steinfeldt
265,football,Bernalillo,John Cobos
266,football,Bloomfield,Bob Allcorn
267,football,Espanola Valley,Delfin Quintana
268,football,Gallup,Nick Winkler
269,football,Grants,rio thompson
270,football,Kirtland Central,Ben Tensay
271,football,Lovington,Anthony Gonzales
272,football,Moriarty,Joseph Anaya
273,football,Pojoaque Valley,Pat Mares
274,football,Portales,Jaime Ramirez
275,football,Ruidoso,Kief Johnson
276,football,Silver,Raul Diaz
277,football,St. Pius X,David Montoya
278,football,Taos,Art Abreu
279,football,Alamogordo,AJ Cisco
280,football,Artesia,Rex Henderson
281,football,Belen,Ty House
282,football,Capital,bill moon
283,football,Chaparral,Gilbert Rojas
284,football,Del Norte,Bruce Langston
285,football,Farmington,Jeff Dalton
286,football,Goddard,Chris White
287,football,Highland,Philip Lovato
288,football,Los Alamos,Garett Williams
289,football,Los Lunas,Jeremy Maupin
290,football,Mayfield,Michael Bradley
291,football,Miyamura,Sean Reeves
292,football,Piedra Vista,Mark Turner
293,football,Roswell,Jeff Lynn
294,football,Santa Teresa,Shae Vierra
295,football,Animas,David Ramirez
296,football,Clovis Christian,Joshua Johnson
297,football,Dora,Christopher Lozano
298,football,Foothill,Chuck Santistevan
299,football,Gateway Christian,Shaun Wigley
300,football,Hondo Valley,Brandon Devine
301,football,Jemez Valley,Larry Hartwick
302,football,Lake Arthur,Jose Porras
303,football,Mountainair,Robert Zamora
304,football,Northwest,Keith Weiss
305,football,Ramah,Shane Evans
306,football,Roy/Mosquero,Matthew Baca
307,football,San Jon,Adrian Jones
308,football,Springer/Maxwell,Patricio Montoya
309,football,Tse' Yi' Gai,John Craddock
310,football,Albuquerque,Timothy Johnson
311,football,Atrisco Heritage Academy,Howard Knezevich
312,football,Carlsbad,Gary Bradley
313,football,Centennial,Aaron Ocampo
314,football,Cibola,Roderick Williams
315,football,Cleveland,Heath Ridenour
316,football,Clovis,Cal Fullerton
317,football,Eldorado,Charlie Dotson
318,football,Gadsden,Dino Facio Jr.
319,football,Hobbs,Ken Stevens
320,football,La Cueva,Brandon Back
321,football,Las Cruces,Mark Lopez
322,football,Manzano,Phillip Martinez
323,football,Rio Grande,DENNIS MINIDIS
324,football,Rio Rancho,David Howes
325,football,Santa Fe,Andrew Martinez
326,football,Volcano Vista,Chad Wallin
327,football,Altmar-Parish-Williamstown,John Jeffries
328,football,Bishop Grimes,jason wait
329,football,Charles O. Dickerson,John Dunlap
330,football,Cooperstown,Joe Pestar
331,football,Dover,Paul Kenny
332,football,Dundee,Sheldon Gibson
333,football,Edison,Kyle Erickson
334,football,Ellenville,Dan Cavanagh
335,football,Fallsburg,Dominick Scanna
336,football,Frewsburg,brendan carter
337,football,Holley,Wil Prince
338,football,Maple Grove,Justin Hanft
339,football,Morrisville-Eaton,Dan Martin
340,football,New York Mills,Anthony Ricco
341,football,Newfield,Jeff Tilton
342,football,Notre Dame,Mike D'Aloisio
343,football,Onteora,Eric Kight
344,football,Pawling,Jason Kuhlmann
345,football,Pulaski,Paul Monnat
346,football,Roscoe Central/Livingston Manor/Downsville Central,FREDERICK AHART
347,football,Sherburne-Earlville,Mike Jasper
348,football,South Lewis,Brian Greene
349,football,Spackenkill,Clinton DeSouza
350,football,Tri-Valley,Joseph Colon
351,football,Tupper Lake,Dennis Klossner
352,football,Unadilla Valley,Art Rigas
353,football,Albany,michael ware
354,football,Amherst Central,Jason Beckman
355,football,Amsterdam,John Homich II
356,football,Auburn,Dave Moskov
357,football,Averill Park,Zachary Gobel
358,football,Ballston Spa,Ray Toohey
359,football,Beacon,Jim Phelan
360,football,Brewster,Ed Mulvihill
361,football,Brighton,Stephen Lian
362,football,Brockport,Greg Pelletier
363,football,Burnt Hills-Ballston Lake,Matt Shell
364,football,Central Square,kevin Kalfass
365,football,Clarkstown North,Joe Trongone
366,football,Clarkstown South,Mike Scarpelli
367,football,East Syracuse-Minoa,Kevin DeParde
368,football,Eastchester,Fred Dicarlo
369,football,Eastridge,Chad Green
370,football,Gates Chili,Jason Benhan
371,football,Gloversville,Jared Bongo
372,football,Goshen Central,Coach Ed Killenberger
373,football,Grand Island,Dean Santorio
374,football,Greece Arcadia,John Lockhart
375,football,Greece Athena,Rob Cerone
376,football,Greece Olympia/Greece Odyssey,Eddie Long
377,football,Greeley,Tim Sullivan
378,football,Green Tech,Pete Porcelli
379,football,Hendrick Hudson,John Catano
380,football,Indian River,Cory Marsell
381,football,John Jay,jimmy clark
382,football,La Salle Institute,Al Rapp
383,football,Lakeland,Michael Meadows
384,football,Massena,Nick Zappia
385,football,Minisink Valley,Kevin Gallagher
386,football,Mohonasen,Joe Emma
387,football,Monticello,Kevin Clifford
388,football,New Paltz,tom tegeler
389,football,Niagara-Wheatfield,Russ Nixon
390,football,North Tonawanda,Dan Troy
391,football,Nyack,Jerell Jones
392,football,Our Lady of Lourdes,Brian Walsh
393,football,Pelham Memorial,Artie Viggiano
394,football,Poughkeepsie,Nigel Whitaker
395,football,Roosevelt,James Muraco
396,football,Rye,Coach Rye
397,football,Saugerties,Drew Carpino
398,football,Somers,Anthony DeMatteo
399,football,South Glens Falls,tony ciuffetelli
400,football,South Park,Timothy Delaney
401,football,Spencerport,John Dowd
402,football,Starpoint,Al Cavagnaro
403,football,Sweet Home,Jeremy Zimmer
404,football,Tappan Zee,Ralph Iannucci
405,football,Troy,Bob Burns
406,football,Union-Endicott,Tom Baleno
407,football,Vestal,John Anderson
408,football,Wallkill,Shane Regan
409,football,Warwick,Gregory Sirico
410,football,Watertown,Vincent Williams
411,football,Webster Thomas,Scott Deuschle
412,football,West Seneca East,Jim Maurino
413,football,West Seneca West,Mike Vastola
414,football,Whitesboro,Tom Schoen
415,football,Williamsville East,Christopher Glenn
416,football,Williamsville North,Mike Mammoliti
417,football,Williamsville South,Kraig Kurzanski
418,football,Wilson Magnet,Greg Mortier
419,football,Aquinas Institute,Derek Annechino
420,football,Arlington,mike morano
421,football,Baker,Carl Sanfilippo
422,football,Bethlehem Central,Rick Leach
423,football,Binghamton,Michael Ramil
424,football,Carmel,Todd Cayea
425,football,"Christian Brothers Academy (Syracuse, NY)",Casey Brown
426,football,"Christian Brothers Academy (Albany, NY)",Joe Burke
427,football,Cicero-North Syracuse,Dave Kline
428,football,Colonie Central,Allison Anaya
429,football,Corcoran,bill winston
430,football,Frontier,Chuck Tilley
431,football,Guilderland,Daniel Penna
432,football,Hilton,Rich Lipani
433,football,Horseheads,Kevin Hillman
434,football,Hutchinson-Central Tech/Emerson Vo-Tech/City Honors/School of the Arts,Tony Truilizio
435,football,Ithaca,Clarence Welch III
436,football,Jamestown,Mark Nordwall
437,football,Ketcham,Bryan Hogan
438,football,Lancaster,Eric Rupp
439,football,Liverpool,David Mancuso
440,football,Lockport,Trait Smith
441,football,Mamaroneck,Anthony Vitti
442,football,McQuaid Jesuit,Bobby Bates
443,football,Middletown,Tim Strenfel
444,football,Monroe,Jason Muhammad
445,football,Monroe-Woodbury,James Sciarra
446,football,Mount Vernon,severin cornelius
447,football,New Rochelle,Lou DiRienzo
448,football,Newburgh Free Academy,Bill Bianco
449,football,Niagara Falls,Donald Bass
450,football,Niskayuna,Brian Grastorf
451,football,North Rockland,Tom Lynch
452,football,Nottingham,marty clanton
453,football,Orchard Park,Gene Tundo
454,football,Ossining,Dan Ricci
455,football,Pine Bush,Ben Lohrke
456,football,Pittsford,Keith Molinich
457,football,Port Chester,Paul Santavicca
458,football,Proctor,Steve Strife
459,football,Ramapo,Kevin Bullock
460,football,Rome Free Academy,Ted Swavely
461,football,Rush-Henrietta,Jason Collins
462,football,Saratoga Springs,Terry Jones
463,football,Scarsdale,Andrew Verboys
464,football,Schenectady,Jim Kramer
465,football,Shaker,Greg Sheeler
466,football,Shenendehowa,Brian Clawson
467,football,Spring Valley,andrew delva
468,football,Victor,Geoff Mandile
469,football,West Genesee,Joey Corley
470,football,White Plains,Michael Lindberg
471,football,Albertus Magnus,Paul Villanueva
472,football,Albion,Adam Krenning
473,football,Batavia,Brennan Briggs
474,football,Beekmantown,Jamie Lozier
475,football,Bishop Ludden,Mike Rogers
476,football,Blind Brook,Patsy Manganelli
477,football,Briarcliff,John Consorti
478,football,Broadalbin-Perth,Jim Pelneau
479,football,Bronxville,Patsy Manganeli
480,football,Burgard,Jason Kolb
481,football,Burke Catholic,Aaron Hasbrouck
482,football,Byram Hills,Doug Carpenter
483,football,Camden,Aaron Fiorini
484,football,Cheektowaga,Mike Fatta
485,football,Chittenango,Curt Kielbasa
486,football,Cobleskill-Richmondville,Edward Hantho
487,football,Cortland,David Darrow
488,football,Croton-Harmon,Joe Streany
489,football,Depew,Mark Direnzo
490,football,Dunkirk,michael sarratori
491,football,Eden/North Collins,M. A.
492,football,Edgemont,Brendan Connolly
493,football,Geneva,Michael Pane
494,football,Glens Falls,Patrick Lilac
495,football,Hastings,Joe Grosso
496,football,Holy Trinity Pride,John Barber
497,football,Homer,Gary Podsiedlik
498,football,Honeoye Falls-Lima,Dan Hoyt
499,football,Hornell,Erik Werner
500,football,Hudson,John Davi
501,football,Hudson Falls,Bill Strong
502,football,Ichabod Crane,Tom Call
503,football,Iroquois,Keith Marshall
504,football,Irvington,steve yurek
505,football,Johnstown,Ryan Baldock
506,football,Lackawanna,Adam Tardif
507,football,Lake Shore,Drew Takacs
508,football,Lansingburgh,Jeffrey Pasinella
509,football,Lewiston-Porter,Anthony Morreale
510,football,Liberty,Joseph Franke
511,football,Livonia,Andrew Mayo
512,football,Maine-Endwell,Matt Gallagher
513,football,Marcellus,Nick Patterson
514,football,Maryvale,Jacob Vaticano
515,football,Medina/Webber/Barker,Eric Valley
516,football,Mexico,Tee Murabito
517,football,Midlakes,John Lombardi
518,football,Nanuet,Richard Conklin
519,football,Newark,Mike McGavisk
520,football,Newfane,Chuck Nagel
521,football,Norwich,Mike Chrystie
522,football,Olean,Jennifer Mathieson
523,football,O'Neill,John Catano
524,football,Oneonta,John Mushtare
525,football,Owego Free Academy,Steve Virkler
526,football,Palmyra-Macedon,Jason Minnamon
527,football,Pearl River,Michael Oliva
528,football,Pioneer,James Duprey
529,football,Plattsburgh,Pat Goodell
530,football,Pleasantville,Nicholas Vaccaro
531,football,Potsdam,Jim Kirka
532,football,Putnam Valley,Ryan Elsasser
533,football,Ravena-Coeymans-Selkirk,Gary VanDerzee
534,football,Red Hook,Scott Ricketson
535,football,Rondout Valley,Chris Frenza
536,football,Rye Neck,Nick Ianello
537,football,Schalmont,Joe Whipple
538,football,South Jefferson,Jon Arcaro
539,football,Tonawanda,JOSEPH KELLY
540,football,University Prep,Kala Gause
541,football,Vernon-Verona-Sherrill,Gary Oliver
542,football,Waverly,Jason Miller
543,football,Wayne,David Marean
544,football,Adirondack,Pat Fiorenza
545,football,Akron,andrew clouse
546,football,Allegany-Limestone,Paul Furlong
547,football,Attica,Caleb Sabatino
548,football,AuSable Valley,Ed McCallister
549,football,Avon,Andy Englert
550,football,Cairo-Durham,Barbara Agostinoni
551,football,Cambridge/Salem,Doug Luke
552,football,Canajoharie,SHANNON HYNEY
553,football,Canastota,Tom Congden
554,football,Canton,John Vandevere
555,football,Chester,Ronald Stover
556,football,Cleveland Hill,glen graham
557,football,Clinton,Zach jones
558,football,Coxsackie-Athens,Hulslander John
559,football,Dansville,Ryan Hynes
560,football,Dobbs Ferry,james moran
561,football,Dryden,Chris Nightingale
562,football,East Rochester-Gananda,Dennis Greco
563,football,Falconer/Cassadaga Valley,Joel Sopak
564,football,General Brown,Doug Black
565,football,Gouverneur,Sean Devlin
566,football,Granville,John Irion
567,football,Greenwich,Brandon Linnett
568,football,Hannibal,John Manion
569,football,Haverling,Wayne Carroll
570,football,Herkimer,Alan Steele
571,football,Holland Patent,John Hurteau
572,football,Hoosick Falls,Ron Jones
573,football,Jordan-Elbridge,Mike smart
574,football,Kennedy,Jeffrey Sabatino
575,football,Lake George/Hadley Luzerne,Zac Kozersky
576,football,Le Roy,Barney Mase
577,football,Little Falls,Bryan Shepardson
578,football,Lowville,Joshua Coffman
579,football,Mechanicville,Kevin Collins
580,football,Mt. Markham,Steve Gates
581,football,Mynderse Academy,Mike Miller
582,football,Newark Valley,Ted Hardenstine
583,football,Ogdensburg Free Academy,Matt Tessmer
584,football,Penn Yan Academy,Brandon Jensen
585,football,Port Byron,Chris Kudla
586,football,Portville,Josh Brooks
587,football,Royalton-Hartland,Don Baker
588,football,Saranac,Dylan Everleth
589,football,Saranac Lake,Shirley Dugan
590,football,Sidney,Jeff Matthews
591,football,Silver Creek/Forestville Central,Sean Helmer
592,football,Skaneateles,Joe Sindoni
593,football,Southern Hills [Tully/LaFayette/Fabius Pompey],Brad Keysor
594,football,Southwestern,Jehuu Caulcrick
595,football,St. Lawrence Central,Bill Scharf
596,football,Stillwater,Ian Godfrey
597,football,Susquehanna Valley,Mike Ford
598,football,Tamarac,Erick Roadcap
599,football,Voorheesville,Joe Sapienza
600,football,Warsaw/Letchworth,Justin Mann
601,football,Waterloo,Ralph Ellison
602,football,Watkins Glen/Odessa-Montour,Trevor Holland
603,football,Wayland-Cohocton,Joe Sabo
604,football,Wellsville,Wayne Stonemetz
605,football,Whitney Point,Bill Davis
606,football,Wilson,William Atlas
607,football,Windsor Central,Tim Hogan
608,football,Cardinal Spellman,William Cawley
609,football,Holy Cross,Timothy Smith
610,football,Kennedy Catholic,Dominick Tassone
611,football,Nazareth,Desmond Defreitas
612,football,Albemarle,Richard Davis
613,football,Andrews,James Phillips
614,football,Avery County,Mac Bryan
615,football,Bessemer City,Larry Boone
616,football,Camden County,Scott Jones
617,football,Chatham Central,Sherman Howze
618,football,Cherokee,Kent Briggs
619,football,Cherryville,Keith Fox
620,football,Columbia,Ron Ambrose
621,football,Community School of Davidson,TJ Albert
622,football,East Carteret,BJ Frazier
623,football,East Columbus,James Hobbs
624,football,East Surry,Trent Lowman
625,football,East Wilkes,Jonathan Wilmoth
626,football,Elkin,Scott Wood
627,football,Gates County,Matt Biggy
628,football,Granville Central,Larry Dale II
629,football,Highland School of Technology,David DeLaO
630,football,Hobbton,Joe Salas
631,football,John A. Holmes,Paul Hoggard
632,football,Jones Senior,Lewis Hampton
633,football,KIPP Pride,Geoffrey Muma
634,football,Lakewood,Barrett Sloan
635,football,Lejeune,James Gardiner
636,football,Louisburg,Ronald Lassiter
637,football,Manteo,Sport Sawyer
638,football,Mitchell,Kevin Hughes
639,football,Mount Airy,JK Adkins
640,football,Mountain Island Charter,Robert Washington
641,football,Murphy,David Gentry
642,football,North Duplin,Hugh Martin
643,football,North Edgecombe,Jay Miller
644,football,North Rowan,steven williams
645,football,North Stanly,Scott Crisco
646,football,North Stokes,Frank Sessoms
647,football,Northampton County,George Privott
648,football,Northside - Pinetown,Keith Boyd
649,football,Northwest Halifax,Eric Mcknight
650,football,Pender,Jeremy Jones
651,football,Perquimans,Randy Awrey
652,football,Pine Lake Preparatory,Brett Hayford
653,football,Polk County,Bruce Ollis
654,football,Princeton,Joe Phillips
655,football,Riverside,Asim McGill
656,football,Robbinsville,Dee Walsh
657,football,Rosewood,Michael Grady
658,football,South Creek,Will Harrell
659,football,South Stanly,Ryan Ochier
660,football,Southeast Halifax,Antione Alston
661,football,Southside,Jeff Carrow
662,football,Starmount,D K
663,football,Tarboro,Jeff Craddock
664,football,Thomas Jefferson Classical Academy,Jerry Cash
665,football,Union,Douglas Burley
666,football,Union Academy,Justin Frashier
667,football,Weldon,Grady Williams
668,football,Anson,Ralph Jackson
669,football,Ashe County,Brian Hampton
670,football,Atkins,David Hamlin
671,football,Ayden - Grifton,Paul Cornwell
672,football,Bandys,Tom Eanes
673,football,Bartlett Yancey,Joshua Brumfield
674,football,Brevard,Craig Pritchett
675,football,Bunker Hill,Michael Gendron
676,football,Bunn,Bradley (Dale) Murphy
677,football,Burns,David Devine
678,football,Carrboro,Ken Lathan
679,football,Carver,Wayne Griffin
680,football,Central Academy of Technology and Arts,Drew Hackett
681,football,Central Davidson,Clayton Trivett
682,football,Charles D. Owen,Nathan Padgett
683,football,Chase,Cort Radford
684,football,Clinton,Cory Johnson
685,football,Croatan,Andrew Gurley
686,football,Currituck County,Paul Bossi
687,football,Dixon,Chris Morris
688,football,Draughn,Chris Powell
689,football,East Bladen,robby priest
690,football,East Burke,Derrick Minor
691,football,East Duplin,Battle Holley
692,football,East Henderson,Justin Heatherly
693,football,East Lincoln,David Lubowicz
694,football,East Rutherford,Brint Russell
695,football,Eastern Randolph,Charles Arrington
696,football,Fairmont,George Coltharp
697,football,Farmville Central,Scott Gardner
698,football,First Flight,Chuck Parker
699,football,Foard,Ryan Gettys
700,football,Forbush,Chris johnson
701,football,Forest Hills,Jammie Deese
702,football,Franklin,Josh Brooks
703,football,Goldsboro,Tim Ray
704,football,Heide Trask,Brandon Proctor
705,football,Hendersonville,Jim Sosebee
706,football,Hertford County,Terrance Saxby
707,football,Hibriten,ronnie canipe
708,football,J.F. Webb,Jonathan Adcock
709,football,James Kenan,Will Clark
710,football,Jordan-Matthews,Sam Spencer
711,football,Kinston,Ryan Gieselman
712,football,Lake Norman Charter,Mark Steele
713,football,Ledford Senior,Andrew Stone
714,football,Lexington Senior,TBA
715,football,Lincolnton,Adam Benoit
716,football,Maiden,Will Byrne
717,football,McMichael,Tony McCants
718,football,Midway,Cory Barnes
719,football,Morehead,Lin Stadler
720,football,Mount Pleasant,Michael Johns
721,football,Mountain Heritage,Joey Robinson
722,football,Nash Central,Chris Lee
723,football,Newton-Conover,Steven Pack
724,football,North Davidson,Brian Flynn
725,football,North Lenoir,Jim Collins
726,football,North Lincoln,Nick Bazzle
727,football,North Surry,Danny Lyons
728,football,North Wilkes,Monty Chipman
729,football,Northeastern,Antonio Moore
730,football,Oak Grove,Mark Holcomb
731,football,Pasquotank County,RaShawn Spencer
732,football,Pisgah,Brett Chappell
733,football,Providence Grove,Calvin Brown
734,football,Randleman,Shane Timmons
735,football,Red Springs,Lawrence Ches
