,sport,school,coach
114,football,Window Rock,Wilbur Begay Jr
115,football,Winslow,Brandon Guzman
116,football,American Leadership Academy,Darrin Thomas
117,football,Amphitheater,Jorge Mendivil
118,football,Apache Junction,Jordan Digos
119,football,Arcadia,Vance Miller
120,football,Benjamin Franklin,Dave Jefferies
121,football,Bradshaw Mountain,Chuck Moller
122,football,Buckeye,Kelley Moore
123,football,Cactus,Joseph Ortiz
124,football,Canyon del Oro,Dustin Peace
125,football,Carl Hayden Community,Steven Arenas
126,football,Casa Grande,Jake Barro
127,football,Catalina Foothills,Robert Kiosterud
128,football,Combs,Travis Miller
129,football,Deer Valley,Dan Friedman
130,football,Empire,George Kelly
131,football,Estrella Foothills,Derek Wahlstrom
132,football,Flagstaff,Todd Hanley
133,football,Glendale,Julie Patton
134,football,Greenway,Ed Cook
135,football,Lake Havasu,Karl Thompson
136,football,Lee Williams,Patrick O'Boyle
137,football,Marcos de Niza,Anthony Figueroa
138,football,Mesquite,Scott Hare
139,football,Mingus,Robert Ortiz
140,football,Mohave,Rudy Olvera
141,football,Moon Valley,Seth Millican
142,football,Northwest Christian,david Inness
143,football,Peoria,Will Babb
144,football,Poston Butte,Dain Thompson
145,football,Prescott,Cody Collett
146,football,Pueblo,Brandon Sanders
147,football,Rio Rico,Jonathan Chavez
148,football,Sahuaro,Scott Mckee
149,football,Seton Catholic,Jon Harrison
150,football,Shadow Mountain,Ron Fagan
151,football,Sierra Linda,Nate Gill
152,football,Tempe,Brian Walker
153,football,Thunderbird,Brent Wittenwyler
154,football,Vista Grande,Chris Semore
155,football,Walden Grove,Chris May
156,football,Washington,Tim Mayfield
157,football,Agua Fria,George Martinez
158,football,Alhambra,George Medrano
159,football,Apollo,Aaron Walls
160,football,Buena,Joe Thomas
161,football,Cactus Shadows,Mike Hudnutt
162,football,Camelback,Brandon McNutt
163,football,Campo Verde,Max Ragsdale
164,football,Central,Chandler Hovik
165,football,Cholla,shawn wasson
166,football,Cienega,Steve Schween
167,football,Desert Edge,Marcus Carter
168,football,Desert Mountain,Conrad Hamilton
169,football,Desert View,Robert Bonillas
170,football,Fairfax,Brandon Johnson
171,football,Flowing Wells,Brian Hook
172,football,Gilbert,Derek Zellner
173,football,Goldwater,Doug Provenzano
174,football,Horizon,TY WISDOM
175,football,Independence,Santiago Maldonado
176,football,Ironwood,Christopher Rizzo
177,football,Ironwood Ridge,James Hardy
178,football,Kellis,Stephen Hogg
179,football,Kofa,Dave Bartlett
180,football,Marana,Louie Ramirez
181,football,Maricopa,Brandon Harris
182,football,Maryvale,justin watson
183,football,McClintock,Corbin Smith
184,football,Millennium,Lamar Early
185,football,Mountain View,Matt Johnson
186,football,Nogales,Jake Teyechea
187,football,North Canyon,Adam Beene
188,football,Notre Dame Prep,George Prelock
189,football,Paradise Valley,Greg Davis
190,football,Rincon/University,Mike Strack
191,football,Saguaro,Jason Mohns
192,football,Salpointe Catholic,Eric Rogers
193,football,South Mountain,Marcus Carter
194,football,Sunnyside,Glenn Posey
195,football,Sunnyslope,Sam Jacobs
196,football,Sunrise Mountain,Steve Decker
197,football,Verrado,Tom Ward
198,football,West Point,Jager Lee
199,football,Basha,Chris McDonald
200,football,Boulder Creek,Justin SImons
201,football,Brophy College Prep,Jason Jewell
202,football,Browne,Francisco Rangel
203,football,Casteel,Bobby Newcombe
204,football,Centennial,Kent Lavine
205,football,Cesar Chavez,Manuel Alcantar
206,football,Chandler,Rick Garretson
207,football,Chaparral,Brent Barnes
208,football,Cibola,Steven Fritz
209,football,Copper Canyon,Chad Talley
210,football,Corona del Sol,Jon Becktold
211,football,Desert Ridge,Jeremy Hathcock
212,football,Desert Vista,jake swingler
213,football,Dobson,Bill Godsil
214,football,Hamilton,Michael Zdebski
215,football,Highland,Brock Farrel
216,football,Higley,Eddy Zubey
217,football,La Joya Community,Devin Dourisseau
218,football,Liberty,mark smith
219,football,Mesa,Kap Sikahema
220,football,Mountain Pointe,Eric Lauer
221,football,Mountain Ridge,Doug Madoski
222,football,Mountain View,russ pagano
223,football,North,Adan Mendoza
224,football,Perry,Fred Honea
225,football,Pinnacle,Dana Zupke
226,football,Queen Creek,Travis Schureman
227,football,Red Mountain,Mike Peterson
228,football,Shadow Ridge,Sean Hegarty
229,football,Skyline,George Hawthorne
230,football,Tolleson,Roy Lopez
231,football,Tucson High Magnet School,Justin Argraves
232,football,Valley Vista,Josh Sekoch
233,football,Westview,Nicholas Gehrts
234,football,Westwood,kyle ide
235,football,Bearden,Greg Anthony
236,football,Bigelow,Heidi Wilson
237,football,Brinkley,Ethan Baker
238,football,Carlisle,Caleb Shock
239,football,Cedar Ridge,Danny Brustrom
240,football,Clarendon,Dusty Meek
241,football,Conway Christian,Justin Kramer
242,football,Cross County,Cody Goulart
243,football,Cutter-Morning Star,TC Shamel
244,football,Dierks,Jarrod Fannin
245,football,Earle,albert Coleman
246,football,East Poinsett County,Brandon Powell
247,football,England,Andrew Roberson
248,football,Fordyce,Timothy Rodgers
249,football,Foreman,Adrain Ivory
250,football,Gurdon,Kyle Jackson
251,football,Hazen,Joe Besancon
252,football,Hector,Scott Poteete
253,football,Lafayette County,Bobby Clark
254,football,Magazine,doug powell
255,football,Magnet Cove,Caleb Carmikle
256,football,Marked Tree,Waylon Dunn
257,football,Marvell,Ed Smith
258,football,McCrory,Chris Kennon
259,football,Mineral Springs,David Bennett
260,football,Mount Ida,Michael White
261,football,Mountain Pine,Sam Counce
262,football,Mountainburg,Tom Harrell
263,football,Murfreesboro,Jeff Jones
264,football,Parkers Chapel,Elliot Jacobs
265,football,Poyen,Vick Barrett
266,football,Quitman,DJ Marrs
267,football,Rector,Dave Hendrix
268,football,Strong,Sirl Wright
269,football,Atkins,Tommy Cody
270,football,Baptist Prep,Zach Welchman
271,football,Bismarck,Chris Williams
272,football,Booneville,Glenn Parrish
273,football,Cedarville,Max Washausen
274,football,Centerpoint,Cary Rogers
275,football,Corning,joey moseley
276,football,Danville,Dj Crane
277,football,Dollarway,Martese Henry
278,football,Drew Central,Matt Gonzales
279,football,Genoa Central,Phillip Binkley
280,football,Glen Rose,Darrell Ellis
281,football,Greenland,Lee Larkan
282,football,Hackett,Lonnie hester
283,football,Harding Academy,Neil Evans
284,football,Harmony Grove,Ernie Horstkamp
285,football,Harrisburg,Aaron Thornton
286,football,Horatio,Robert Collum
287,football,Hoxie,Tom Sears
288,football,Jessieville,T.J. Burk
289,football,Lakeside,Chris Williams
290,football,Lavaca,Mark Headley
291,football,Lincoln,Don Harrison
292,football,Manila,Jake Hill
293,football,McGehee,Marcus Haddock
294,football,Melbourne,Kevin McCarn
295,football,Mountain View,Michael Gray
296,football,Newport,Mark Hindsley
297,football,Osceola,Robert Hooks
298,football,Palestine-Wheatley,Carey Knowlton
299,football,Paris,Tyler Clark
300,football,Perryville,Chris Norton
301,football,Piggott,Michael Harrell
302,football,Prescott,James Cannon
303,football,Rison,Clay Totty
304,football,Riverview,Larry Davison
305,football,Salem,Clay Wiggins
306,football,Smackover,David Osborn
307,football,Two Rivers,Josh Harrison
308,football,Walnut Ridge,Jeff Blake
309,football,Arkadelphia,JR Eldridge
310,football,Ashdown,Matt Richardson
311,football,Bald Knob,Lynn Garner
312,football,Bauxite,Daryl Patton
313,football,Berryville,Doug Shott
314,football,Blytheville,Ben Fisher
315,football,Cave City,Danny Brustrom
316,football,Central Arkansas Christian,Tommy Shoemaker
317,football,Clinton,Chris Dufrene
318,football,Dardanelle,Phil Vega
319,football,DeWitt,Mark Courtney
320,football,Elkins,Bryan Hutson
321,football,Gentry,Jon Faulkenberry
322,football,Green Forest,Bobby Bishop
323,football,Hamburg,Cecil Cossey
324,football,Harmony Grove,Mike Guthrie
325,football,Highland,Adam Carter
326,football,Lamar,Josh Jones
327,football,Mena,Craig Bentley
328,football,Monticello,Marty Davis
329,football,Nashville,Mike Volarvich
330,football,Ozark,Jeremie Burns
331,football,Pocahontas,Charles Baty
332,football,Pottsville,Bryan Rust
333,football,Prairie Grove,Danny Abshier
334,football,Rivercrest,johnny fleming
335,football,Robinson,Todd Eskola
336,football,Southside,Kenny Simpson
337,football,Star City,Chris Vereen
338,football,Stuttgart,Josh Price
339,football,Trumann,Craig Green
340,football,Warren,Bo Hembree
341,football,Alma,Doug Loughridge
342,football,Arkansas,Barry Norton
343,football,Beebe,Chris Gunter
344,football,Brookland,Chuck Speer
345,football,Camden Fairview,Jeremiah Monden
346,football,Clarksville,Khris Buckner
347,football,De Queen,Justin Kramer
348,football,Forrest City,Rich Trail
349,football,Greenbrier,Randy Tribble
350,football,Greene County Tech,Ed Seay
351,football,Hall,Kipchoge VanHoose
352,football,Harrison,Joel Wells
353,football,Hope,Phillip Turner
354,football,Hot Springs,Darrell Burnett
355,football,Lakeside,Jared McBride
356,football,Little Rock Christian Academy,Eric Cohu
357,football,Maumelle,Kirk Horton
358,football,Morrilton,Carin McNabb
359,football,Nettleton,Steven Hampton
360,football,Paragould,Michael Sloas
361,football,Pea Ridge,John McGee
362,football,Pulaski Academy,Kevin Kelley
363,football,Valley View,Sean Cockrell
364,football,Vilonia,Matthew Cain
365,football,Watson Chapel,Jared Dutton
366,football,White Hall,Mike Vaughn
367,football,Benton,Brad Harris
368,football,El Dorado,Steven Jones
369,football,Greenwood,Andy Ceniceros
370,football,Jonesboro,Randy Coleman
371,football,Lake Hamilton,Tommy Gilleran
372,football,Marion,Keith Houston
373,football,Mountain Home,Bryan Mattox
374,football,Parkview,Caleb Albert
375,football,Pine Bluff,Bobby Bolding
376,football,Russellville,Jeff Weaver
377,football,Searcy,Mark Kelley
378,football,Sheridan,Lance Parker
379,football,Siloam Springs,Brandon Craig
380,football,Sylvan Hills,Jim Withrow
381,football,Bentonville,Jody Grant
382,football,Bentonville West,Bryan Pratt
383,football,Bryant,Buck James
384,football,Cabot,Mike Malham
385,football,Catholic,John Fogleman
386,football,Conway,Clint Ashcraft
387,football,Har-Ber,Chris Wood
388,football,North Little Rock,JR Eldridge
389,football,Northside,Mike Falleur
390,football,Rogers,Mike Lyod
391,football,Rogers Heritage,Steve Hookfin
392,football,Southside,Jeff Williams
393,football,Bennett,Rick Jacoby
394,football,Buena Vista,Matt Flavin
395,football,Burlington,Glynn Higgs
396,football,Centauri,Kyle Forster
397,football,Colorado Springs Christian,Jay Kersey
398,football,Del Norte,Richie Madrid
399,football,Ellicott,Sasan Sattari
400,football,Estes Park,Tom Creech
401,football,Flatirons Academy,Jared Wallen
402,football,Florence,Jeremy Nix
403,football,Grand Valley,TBD
404,football,Gunnison,Jarrod Hinton
405,football,Highland,Zach Sandstrom
406,football,Holyoke,Dustin Sprague
407,football,Hotchkiss,Curtis Hintz
408,football,Ignacio,Alfonso Garcia
409,football,Jefferson,Joseph Zaba
410,football,Limon,Mike O'Dwyer
411,football,Manual,Benjamin Butler
412,football,Meeker,Shane Phelan
413,football,Monte Vista,Manny Wasinger
414,football,Olathe,ryan corn
415,football,Peyton,Gregg Dahlberg
416,football,Prospect Ridge Academy,Mike Storer
417,football,Ridge View Academy,Jason Lane
418,football,Roaring Fork,Matt Phelan
419,football,Rocky Ford,Sean McNames
420,football,Rye,Conner Pigg
421,football,Sheridan,Jason Coghlin
422,football,St. Mary's,Archie Malloy III
423,football,Wiggins,Mitcheal Risner
424,football,Wray,Levi Kramer
425,football,Alameda,Ricky Noble
426,football,Alamosa,Drew Sandlin
427,football,Arvada,glemon allmon
428,football,Aspen,Travis Benson
429,football,Basalt,Carl Frerichs
430,football,Bayfield,Gary Heide
431,football,Bishop Machebeuf,Lance Vieira
432,football,Brush,Lance Schwindt
433,football,Coal Ridge,Paul Downing
434,football,Delta,Ben Johnson
435,football,Denver West,Leon Garcia
436,football,D'Evelyn,Anthony Rankin
437,football,Eaton,Zac Lemon
438,football,Elizabeth,Michael Zoesch
439,football,Englewood,Mike Campbell
440,football,Faith Christian,Vince Siravo
441,football,Fort Lupton,Dustin Duff
442,football,Kent Denver,Scott Yates
443,football,La Junta,Ty Buderus
444,football,Lamar,Jason Tice
445,football,Manitou Springs,Cory Archuleta
446,football,Middle Park,Jason Nagel
447,football,Moffat County,Jamie Nelson
448,football,Montezuma-Cortez,Jarrett Watkins
449,football,Northfield,Ben Startzer
450,football,Pagosa Springs,Myron Stretton
451,football,Platte Valley,Troy Hoffman
452,football,Resurrection Christian,Jeff Van Winkle
453,football,Rifle,Damon Wells
454,football,Salida,Matt Luttrell
455,football,Severance,Timothy Glenn
456,football,Sterling,Rob Busmente
457,football,The Academy,Glenn Scott
458,football,The Classical Academy,Gary Geiger
459,football,The Pinnacle,Eric Lundy
460,football,University,Casey Doss
461,football,Valley,Scott Leffler
462,football,Weld Central,Marcus Diamond
463,football,Battle Mountain,Jim Schuppler
464,football,Canon City,Tom O'Rourke
465,football,Conifer,Larry Fitzmaurice
466,football,Denver North,CJ Hanna
467,football,Discovery Canyon,Shawn Mitchell
468,football,Durango,David Vogt
469,football,Eagle Valley,Gabriel Brown
470,football,Evergreen,Matthew Van Praag
471,football,Fort Morgan,Ty Davies
472,football,Frederick,Travis Peeples
473,football,George Washington,Dwight Swift
474,football,Glenwood Springs,Patrick Engle
475,football,Green Mountain,Jesse German
476,football,Harrison,Al Melo
477,football,Holy Family,Michael Gabriel
478,football,Kennedy,scot kinder
479,football,Lewis-Palmer,Dustin Tupper
480,football,Lincoln,Michael Ramirez
481,football,Littleton,Zeric Martinez
482,football,Lutheran,Stephen Robbins
483,football,Mead,Jason Klatt
484,football,Mitchell,Adam Peters
485,football,Mountain View,Bart Mayes
486,football,Niwot,Nick Blume
487,football,Northridge,Jeremy Hayden
488,football,Palisade,Joe Ramunno
489,football,Pueblo Centennial,Jeff Wilkerson
490,football,Pueblo Central,Kris Cotterman
491,football,Pueblo East,Anthony Valdez
492,football,Pueblo South,Ryan Goddard
493,football,Riverdale Ridge,Wayne Voorhees
494,football,Roosevelt,Lane Wasinger
495,football,Sand Creek,James Everett
496,football,Sierra,Draye Ersery
497,football,Skyview,Patrick Weir
498,football,Steamboat Springs,Shawn Baumgartner
499,football,Summit,James Wagner
500,football,Thomas Jefferson,Mike Griebel
501,football,Air Academy,Scott Grinde
502,football,Aurora Central,Austin Able
503,football,Bear Creek,Matthew Steinfeldt
504,football,Brighton,Jeffrey Giger
505,football,Broomfield,Blair Hubbard
506,football,Centaurus,Andy Hampton
507,football,Chatfield,Bret McGatlin
508,football,Cheyenne Mountain,Jay Saravis
509,football,Coronado,Monte Gutowski
510,football,Dakota Ridge,Ron Woitalewicz
511,football,Denver South,Ryan Marini
512,football,Erie,Driss Collaso
513,football,Falcon,Chris Waca
514,football,Fountain-Fort Carson,Jake Novotny
515,football,Fruita Monument,cameron ross
516,football,Gateway,Rob Wetta
517,football,Golden,Jared Yannacito
518,football,Grand Junction Central,Brandon Milholland
519,football,Greeley Central,Jeff Priestley
520,football,Greeley West,Jason Renouf
521,football,Heritage,Tyler Knoblock
522,football,Liberty,Erick Gossage
523,football,Longmont,Doug Johnson
524,football,Loveland,Jeff Mauck
525,football,Mesa Ridge,Rob Braaten
526,football,Monarch,Philip Bravo
527,football,Montrose,Brett Mertens
528,football,Palmer,Tom Reber
529,football,Palmer Ridge,Tom Pulford
530,football,Pine Creek,Todd Miller
531,football,Ponderosa,Jaron Cohen
532,football,Pueblo West,Clint Buderus
533,football,Rampart,Troy Ward
534,football,Silver Creek,Brian McGee
535,football,Skyline,michael silva
536,football,Standley Lake,Don Morse
537,football,Thornton,Nick Trombetta
538,football,Vista PEAK Prep,John Sullivan
539,football,Vista Ridge,Jason Cauley
540,football,Wheat Ridge,Stacy Coryell
541,football,Widefield,Shane Zimmerman
542,football,Adams City,Wade Auld
543,football,Arapahoe,Rod Sherman
544,football,Arvada West,Brad Pyatt
545,football,Boulder,Ryan Bishop
546,football,Castle View,Todd Casebier
547,football,Chaparral,Jeff ketron
548,football,Cherokee Trail,Joe Johnson
549,football,Cherry Creek,Dave Logan
550,football,Columbine,Ronald Crandall
551,football,Denver East,Spencer Colter
552,football,Doherty,Dwight Hale
553,football,Douglas County,Eric Rice
554,football,Eaglecrest,Shawn Marsh
555,football,Fairview,Tom McCartney
556,football,Far Northeast Warriors,Gabe Lindsay
557,football,Fort Collins,Matt Yemm
558,football,Fossil Ridge,Jeff Fulton
559,football,Grandview,John Schultz
560,football,Highlands Ranch,John Trahan
561,football,Hinkley,Rodney Padilla
562,football,Horizon,Frank Ybarra
563,football,Lakewood,Jeffrey Braun
564,football,Legacy,Corey Heinz
565,football,Legend,Monte Thelen
566,football,Mountain Range,Terry DiManna
567,football,Mountain Vista,Garrett Looney
568,football,Mullen,Jeremy Bennett
569,football,Northglenn,Matthew Dean
570,football,Overland,Kyle Reese
571,football,Pomona,jay madden
572,football,Poudre,Marty McVicker
573,football,Prairie View,Tim Cardenas
574,football,Ralston Valley,Matt Loyd
575,football,Rangeview,Brandon Alconcel
576,football,Regis Jesuit,Danny Filleman
577,football,Rock Canyon,Brian Tinker
578,football,Rocky Mountain,Mark Brook
579,football,Smoky Hill,tom thenell
580,football,ThunderRidge,Doug Nisenson
581,football,Valor Christian,Donnie Yantis
582,football,Aguilar,Joe Porras
583,football,Antonito,Zach Dunbar
584,football,Arickaree/Woodlin,Don Myers
585,football,Branson/Kim,Brad Doherty
586,football,Briggsdale,Rick Mondt
587,football,Cheraw,Brad Phillips
588,football,Colorado School for the Deaf Blind,Flavious Taylor
589,football,Cotopaxi,Jeremy Cole
590,football,Cripple Creek-Victor,Sebastien Benzi
591,football,Deer Trail,Chris Wehner
592,football,Eads,Dustin Uhland
593,football,Edison,Jeff Jordahl
594,football,Flagler/Hi-Plains,Alex Lowther
595,football,Fleming,John King
596,football,Genoa-Hugo,Kenny Book
597,football,Granada,Jr. Gonzales
598,football,Hanover,Luke Decker
599,football,Idalia,Colby Newton
600,football,Kiowa,Rick McKnight
601,football,Kit Carson,Curt Connelley
602,football,La Veta,Ron Ortivez
603,football,Manzanola,Scott Egan
604,football,Mountain Valley,Joel Johnson
605,football,North Park,Chad Carlstrom
606,football,Pawnee,doug miller
607,football,Peetz,Scott Sorensen
608,football,Prairie,Justin Kerns
609,football,Primero,Jose Esquivias
610,football,Sierra Grande,Luis Corona
611,football,Stratton/Liberty,Toby Kechter
612,football,Walsh,Bill Forgey
613,football,Bassick,Brandon Blank
614,football,Berlin,Joe Aresimowicz
615,football,Bristol Central,jeff papazian
616,football,Bristol Eastern,Anthony Julius
617,football,Bunnell,Ty Jenkins
618,football,East Lyme,Rudy Bagos
619,football,Edwin O. Smith,James Kelly
620,football,Farmington,Chris Machol
621,football,Fitch,Jordan Pannucci
622,football,Hand,Steven Filippone
623,football,Hartford Public,harry bellucci
624,football,Kennedy,Christopher Sarlo
625,football,Masuk,Joe Lato
626,football,Middletown,Sal Morello
627,football,New Canaan,Jay Salvador
628,football,Newington,Jason Pace
629,football,North Haven,Anthony Sagnella
630,football,Notre Dame,Joe DeCaprio
631,football,Platt RVT,JIMMY BENJAMIN
632,football,Pomperaug,James Reed
633,football,Quinebaug Valley Coop,Daryll Brown
634,football,Sacred Heart/Kaynor RVT,Thomas Allen
635,football,South Windsor,C H
636,football,St. Joseph,Joe Della Vechia
637,football,Stratford,Jack Petion
638,football,Vinal RVT/Goodwin RVT/Whitney RVT,Joseph Cefaratti
639,football,Wethersfield,John Campanello
640,football,Wilby,LaMar Kennedy
641,football,Wilton,EJ Dinunzio
642,football,Windsor,Rob Fleeting
643,football,Woodstock Academy,Sean Saucier
644,football,Amity Regional,Craig Bruno
645,football,Bridgeport Central,Derrick Lewis
646,football,Cheshire,Don Drust
647,football,Conard,Rob Cersosimo
648,football,Crosby,David Jurewicz
649,football,Danbury,Augustine Tieri
650,football,Darien,Robert Trifone
651,football,East Hartford,Rick Milton
652,football,Enfield,James Lyver
653,football,Fairfield Prep,Keith Hellstern
654,football,Glastonbury,Scott Daniels
655,football,Greenwich,John Marinelli
656,football,Hall,Frank Robinson
657,football,Hamden,Tom Dyer
658,football,Harding,Eddie Santiago
659,football,Ludlowe,Mitch Ross
660,football,Manchester,Roy Roberts
661,football,McMahon,Jeffrey Queiroga
662,football,Naugatuck,Dave Sollazo
663,football,New Britain,Isaiah Boddie
664,football,Newtown,Bob Pattison
665,football,Norwalk,Pat Miller
666,football,Norwich Free Academy,Jeff Brown
667,football,Ridgefield,Kevin Callahan
668,football,Shelton,Jeff Roy
669,football,Simsbury,Dave Masters
670,football,Southington,Mike Drury
671,football,Stamford,Jamar Greene
672,football,Trumbull,Marce Petroccio
673,football,Warde,Duncan Dellavolpe
674,football,Westhill,Joe DeVellis
675,football,ATI [Abbott RVT/Immaculate],Richard Holmes
676,football,Bethel,Jason Gill
677,football,Branford,John Limone
678,football,Brookfield,Rich Angarano
679,football,Bulkeley/Hartford Magnet Trinity College Academy/Weaver,Teriko Roberts
680,football,Cheney RVT,Adam Starvish
681,football,CREC [Civic Leaderdship/Academy of Aerospace and Engineering/Metropolitan Learning Center],Jonathan Winer
682,football,East Haven,melvin wells
683,football,Ellington,Keith Tautkus
684,football,Foran,Tom Drew
685,football,Gilbert-Northwestern Regional,Scott Salius
686,football,Joel Barlow,Adam Lanehart
687,football,Killingly,Chad Neal
688,football,Law,Erik Larka
689,football,Lyman Hall,Patrick O'Malley
690,football,New Fairfield,Anthony Fata
691,football,Platt,Jason Bruenn
692,football,RHAM,Robert Rubin
693,football,Rockville,Erick Knickerbocker
694,football,Sports & Medical Sciences Academy/University Science & Engineering/Classical Magnet,Kevin Quinn
695,football,Thames River co-op [Norwich RVT/Grasso RVT/St. Bernard],Darin Jones
696,football,Tolland,Alex Backus
697,football,Torrington,gaitan rodriguez
698,football,Valley Regional/Old Lyme,Tim King
699,football,Waterford,John Strecker
700,football,Watertown,Michael Veronneau
701,football,Weston,Daniel Hassett
702,football,Wilcox RVT,Trevor Jones
703,football,Windsor Locks/Suffield/East Granby,Jason Qua
704,football,Amistad,Bryan Blackstone
705,football,Ansonia,jef kordas
706,football,Bacon Academy,Dave Mason
707,football,Bloomfield,Ty Outlaw
708,football,Bullard-Havens,Chris Pace
709,football,Capital Prep/Achievement First,Chris Fulton
710,football,Coginchaug Regional/East Hampton/Hale Ray,Mike Eagle
711,football,Cromwell/Portland,Randell Bennett
712,football,Derby,George French
713,football,East Catholic,steven calande
714,football,Haddam-Killingworth,Mike Baklik
715,football,Holy Cross,Mike Giampetruzzi
716,football,Ledyard,Clay Killingsworth
717,football,Lewis Mills,John Oko
718,football,Montville,Tanner Grove
719,football,Nonnewaug,Zach Mihaly
720,football,North Branford,Mark Basil
721,football,Northwest Catholic,Michael Lenz
722,football,Notre Dame Catholic,John Johnson
723,football,O'Brien RVT,Justin Thomas
724,football,Oxford,Joe Stochmal
725,football,Plainfield,Patrick Smith
726,football,Plainville,Chris Farrell
727,football,Prince RVT,Michael Scott
728,football,Sheehan,Bill Gorry
729,football,St. Paul Catholic,Jude Kelly
730,football,Stafford/Somers/East Windsor,Brian Mazzone
731,football,Stonington,A.J. Massengale
732,football,Waterbury Career Academy,Peter Flammia
733,football,Windham,Randall Prose
734,football,East Hartford,Rick Milton
735,football,Enfield,James Lyver
736,football,Glastonbury,Scott Daniels
737,football,Manchester,Roy Roberts
738,football,Conard,Rob Cersosimo
739,football,Hall,Frank Robinson
740,football,New Britain,Isaiah Boddie
741,football,Simsbury,Dave Masters
742,football,Appoquinimink,Brian Timpson
743,football,Caesar Rodney,Mike Schonewolf
